Name,Country,Date,Gender,Competition,Round,Location,Apparatus,Rank,D_Score,E_Score,Penalty,Score,Total_Score
Mohamed AFIFY,EGY,2023-03-04,m,FIG Apparatus World Cup 2023,qual,"Doha, Qatar",PB,15.0,5.8,7.333,0.0,13.133,13.133
Mohamed AFIFY,EGY,2023-04-30,m,FIG Apparatus World Cup 2023,qual,"Cairo, Egypt",PH,24.0,5.3,7.4,0.0,12.7,12.7
Mohamed AFIFY,EGY,2023-03-04,m,FIG Apparatus World Cup 2023,qual,"Doha, Qatar",PH,34.0,5.3,7.0,0.0,12.3,12.3
Mohamed AFIFY,EGY,2023-03-12,m,FIG Apparatus World Cup 2023,qual,"Baku, Azerbaijan",SR,26.0,4.9,7.9,0.0,12.8,12.8
Muhammad AFZAL,PAK,2022-08-02,m,BIRMINGHAM 2022 Commonwealth Games,qual,"Birmingham, England",FX,39.0,2.9,5.5,0.0,8.4,8.4
Muhammad AFZAL,PAK,2022-08-02,m,BIRMINGHAM 2022 Commonwealth Games,qual,"Birmingham, England",SR,35.0,2.7,5.85,4.3,4.25,4.250000000000001
Muhammad AFZAL,PAK,2022-08-02,m,BIRMINGHAM 2022 Commonwealth Games,qual,"Birmingham, England",VT2,18.0,2.4,7.8,0.0,10.2,10.2
Mahdi AHMAD KOHANI,IRI,2023-08-05,m,2023 FISU World University Games,final,"Chengdu, China",SR,8.0,6.0,7.766,0.0,13.76,13.766
Mahdi AHMAD KOHANI,IRI,2023-08-05,m,2023 FISU World University Games,qual,"Chengdu, China",SR,6.0,6.0,8.6,0.0,14.6,14.6
Mahdi AHMAD KOHANI,IRI,2023-03-12,m,FIG Apparatus World Cup 2023,final,"Baku, Azerbaijan",SR,2.0,6.0,8.5,0.0,14.5,14.5
Mahdi AHMAD KOHANI,IRI,2023-03-12,m,FIG Apparatus World Cup 2023,qual,"Baku, Azerbaijan",SR,2.0,6.0,8.5,0.0,14.5,14.5
Mahdi AHMAD KOHANI,IRI,2023-02-26,m,FIG Apparatus World Cup 2023,final,"Cottbus, Germany",SR,2.0,6.0,8.766,0.0,14.766,14.766
Mahdi AHMAD KOHANI,IRI,2023-02-26,m,FIG Apparatus World Cup 2023,qual,"Cottbus, Germany",SR,2.0,6.0,8.666,0.0,14.666,14.666
Mahdi AHMAD KOHANI,IRI,2023-03-04,m,FIG Apparatus World Cup 2023,final,"Doha, Qatar",SR,6.0,6.0,8.6,0.0,14.6,14.6
Mahdi AHMAD KOHANI,IRI,2023-03-04,m,FIG Apparatus World Cup 2023,qual,"Doha, Qatar",SR,5.0,6.0,8.666,0.0,14.666,14.666
Shishir AHMED,BAN,2022-08-02,m,BIRMINGHAM 2022 Commonwealth Games,qual,"Birmingham, England",FX,38.0,3.5,5.9,0.3,9.1,9.1
Shishir AHMED,BAN,2022-08-02,m,BIRMINGHAM 2022 Commonwealth Games,qual,"Birmingham, England",PB,37.0,2.4,7.1,3.0,6.5,6.5
Shishir AHMED,BAN,2022-08-02,m,BIRMINGHAM 2022 Commonwealth Games,qual,"Birmingham, England",PH,41.0,2.2,3.9,4.0,2.1,2.0999999999999996
Shishir AHMED,BAN,2022-08-02,m,BIRMINGHAM 2022 Commonwealth Games,qual,"Birmingham, England",SR,34.0,2.3,7.6,5.3,4.6,4.599999999999999
Shishir AHMED,BAN,,m,BIRMINGHAM 2022 Commonwealth Games,AAqual,"Birmingham, England",VT1,0.0,3.2,8.85,0.1,11.95,11.950000000000001
Shishir AHMED,BAN,2022-08-02,m,BIRMINGHAM 2022 Commonwealth Games,qual,"Birmingham, England",VT2,17.0,2.4,8.95,0.0,11.35,11.35
Shishir AHMED,BAN,2022-08-02,m,BIRMINGHAM 2022 Commonwealth Games,qual,"Birmingham, England",hb,35.0,1.8,5.15,4.0,2.95,2.95
Muhammad Sharul AIMY,MAS,2022-08-02,m,BIRMINGHAM 2022 Commonwealth Games,qual,"Birmingham, England",FX,33.0,5.3,5.6,0.0,10.9,10.899999999999999
Muhammad Sharul AIMY,MAS,2022-08-02,m,BIRMINGHAM 2022 Commonwealth Games,qual,"Birmingham, England",PH,23.0,4.2,7.8,0.0,12.0,12.0
Muhammad Sharul AIMY,MAS,2022-08-02,m,BIRMINGHAM 2022 Commonwealth Games,final,"Birmingham, England",VT2,7.0,5.2,8.433,0.1,13.533,13.533
Muhammad Sharul AIMY,MAS,2022-08-02,m,BIRMINGHAM 2022 Commonwealth Games,qual,"Birmingham, England",VT2,7.0,5.2,8.7,0.0,13.9,13.899999999999999
Muhammad Sharul AIMY,MAS,2023-02-26,m,FIG Apparatus World Cup 2023,qual,"Cottbus, Germany",PH,38.0,4.7,8.133,0.0,12.833,12.832999999999998
Muhammad Sharul AIMY,MAS,2023-02-26,m,FIG Apparatus World Cup 2023,qual,"Cottbus, Germany",VT1,18.0,5.2,8.9,0.0,14.1,14.100000000000001
Muhammad Sharul AIMY,MAS,2023-02-26,m,FIG Apparatus World Cup 2023,qual,"Cottbus, Germany",VT2,18.0,5.2,8.2,0.0,13.4,13.399999999999999
Emil AKHMEJANOV,KAZ,2022-11-06,m,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",FX,129.0,5.7,5.4,0.5,10.6,10.600000000000001
Emil AKHMEJANOV,KAZ,2022-11-06,m,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",HB,119.0,4.8,6.866,0.0,11.666,11.666
Emil AKHMEJANOV,KAZ,2022-11-06,m,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",PB,91.0,4.7,8.3,0.0,13.0,13.0
Emil AKHMEJANOV,KAZ,2022-11-06,m,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",PH,138.0,3.4,4.133,3.0,4.533,4.5329999999999995
Emil AKHMEJANOV,KAZ,2022-11-06,m,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",SR,118.0,3.8,7.966,0.0,11.766,11.766
Emil AKHMEJANOV,KAZ,2022-11-06,m,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",VT1,112.0,5.2,8.0,0.1,13.1,13.1
Emil AKHMEJANOV,KAZ,2023-05-28,m,2023 Varna World Challenge Cup Results,final,"Varna, Bulgaria",FX,3.0,5.8,8.0,0.0,13.8,13.8
Emil AKHMEJANOV,KAZ,2023-05-28,m,2023 Varna World Challenge Cup Results,qual,"Varna, Bulgaria",FX,8.0,5.7,7.3,0.0,13.0,13.0
Emil AKHMEJANOV,KAZ,2023-05-28,m,2023 Varna World Challenge Cup Results,qual,"Varna, Bulgaria",HB,16.0,4.8,7.65,0.0,12.45,12.45
Emil AKHMEJANOV,KAZ,2023-05-28,m,2023 Varna World Challenge Cup Results,qual,"Varna, Bulgaria",PB,17.0,4.8,7.6,0.0,12.4,12.399999999999999
Emil AKHMEJANOV,KAZ,2023-05-28,m,2023 Varna World Challenge Cup Results,qual,"Varna, Bulgaria",PH,21.0,4.5,6.5,0.0,11.0,11.0
Emil AKHMEJANOV,KAZ,2023-05-28,m,2023 Varna World Challenge Cup Results,final,"Varna, Bulgaria",VT1,5.0,5.2,7.933,0.1,13.033,13.033
Emil AKHMEJANOV,KAZ,2023-05-28,m,2023 Varna World Challenge Cup Results,qual,"Varna, Bulgaria",VT1,4.0,5.2,9.1,0.1,14.2,14.200000000000001
Emil AKHMEJANOV,KAZ,2023-05-28,m,2023 Varna World Challenge Cup Results,final,"Varna, Bulgaria",VT2,5.0,5.2,8.966,0.0,14.166,14.166
Emil AKHMEJANOV,KAZ,2023-05-28,m,2023 Varna World Challenge Cup Results,qual,"Varna, Bulgaria",VT2,4.0,5.2,8.95,0.0,14.15,14.149999999999999
Yordan ALEKSANDROV,BUL,2022-11-06,m,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",FX,93.0,4.9,7.666,0.0,12.566,12.566
Yordan ALEKSANDROV,BUL,2022-11-06,m,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",HB,63.0,5.2,7.766,0.0,12.966,12.966000000000001
Yordan ALEKSANDROV,BUL,2022-11-06,m,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",PB,105.0,5.9,6.8,0.0,12.7,12.7
Yordan ALEKSANDROV,BUL,2022-11-06,m,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",PH,132.0,3.4,6.1,0.0,9.5,9.5
Yordan ALEKSANDROV,BUL,2022-11-06,m,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",SR,67.0,4.8,8.066,0.0,12.866,12.866
Yordan ALEKSANDROV,BUL,2022-11-06,m,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",VT1,109.0,4.8,8.5,0.1,13.2,13.200000000000001
Yordan ALEKSANDROV,BUL,2022-08-21,m,2022 Senior European Championships,qual,"Munich, Germany",FX,102.0,5.1,6.733,0.2,11.633,11.633
Yordan ALEKSANDROV,BUL,2022-08-21,m,2022 Senior European Championships,qual,"Munich, Germany",HB,17.0,5.2,8.433,0.0,13.633,13.633
Yordan ALEKSANDROV,BUL,2022-08-21,m,2022 Senior European Championships,qual,"Munich, Germany",PB,87.0,5.5,6.7,0.0,12.2,12.2
Yordan ALEKSANDROV,BUL,2022-08-21,m,2022 Senior European Championships,qual,"Munich, Germany",PH,79.0,4.6,7.3,0.0,11.9,11.899999999999999
Yordan ALEKSANDROV,BUL,2022-08-21,m,2022 Senior European Championships,qual,"Munich, Germany",SR,44.0,4.8,8.366,0.0,13.166,13.166
Yordan ALEKSANDROV,BUL,2022-08-21,m,2022 Senior European Championships,qual,"Munich, Germany",VT1,59.0,4.8,9.033,0.0,13.833,13.832999999999998
Yordan ALEKSANDROV,BUL,2023-04-16,m,2023 Senior European Championships,qual,"Antalya, Turkey",FX,61.0,4.9,8.166,0.0,13.066,13.066
Yordan ALEKSANDROV,BUL,2023-04-16,m,2023 Senior European Championships,qual,"Antalya, Turkey",HB,46.0,5.1,7.766,0.0,12.866,12.866
Yordan ALEKSANDROV,BUL,2023-04-16,m,2023 Senior European Championships,qual,"Antalya, Turkey",PB,24.0,5.7,8.133,0.0,13.833,13.832999999999998
Yordan ALEKSANDROV,BUL,2023-04-16,m,2023 Senior European Championships,qual,"Antalya, Turkey",PH,126.0,4.5,5.966,0.0,10.466,10.466000000000001
Yordan ALEKSANDROV,BUL,2023-04-16,m,2023 Senior European Championships,qual,"Antalya, Turkey",SR,91.0,4.6,8.033,0.0,12.633,12.633
Yordan ALEKSANDROV,BUL,2023-04-16,m,2023 Senior European Championships,qual,"Antalya, Turkey",VT1,71.0,4.8,8.9,0.0,13.7,13.7
Yordan ALEKSANDROV,BUL,2023-05-28,m,2023 Varna World Challenge Cup Results,final,"Varna, Bulgaria",HB,2.0,5.3,8.433,0.0,13.733,13.733
Yordan ALEKSANDROV,BUL,2023-05-28,m,2023 Varna World Challenge Cup Results,qual,"Varna, Bulgaria",HB,1.0,5.3,8.45,0.0,13.75,13.75
Yordan ALEKSANDROV,BUL,2023-05-28,m,2023 Varna World Challenge Cup Results,final,"Varna, Bulgaria",PB,2.0,5.7,8.533,0.0,14.23,14.233
Yordan ALEKSANDROV,BUL,2023-05-28,m,2023 Varna World Challenge Cup Results,qual,"Varna, Bulgaria",PB,3.0,5.7,8.7,0.0,14.4,14.399999999999999
Ahmed Riadh ALIOUAT,ALG,2023-04-30,m,FIG Apparatus World Cup 2023,qual,"Cairo, Egypt",HB,18.0,4.6,8.233,0.0,12.833,12.833
Ahmed Riadh ALIOUAT,ALG,2023-04-30,m,FIG Apparatus World Cup 2023,qual,"Cairo, Egypt",PB,11.0,4.9,8.433,0.0,13.333,13.333
Filipe ALMEIDA,POR,2022-08-21,m,2022 Senior European Championships,qual,"Munich, Germany",FX,51.0,5.1,8.333,0.3,13.133,13.133
Filipe ALMEIDA,POR,2022-08-21,m,2022 Senior European Championships,qual,"Munich, Germany",HB,57.0,3.9,8.766,0.0,12.666,12.666
Filipe ALMEIDA,POR,2022-08-21,m,2022 Senior European Championships,qual,"Munich, Germany",PB,106.0,3.3,6.933,0.0,10.233,10.233
Filipe ALMEIDA,POR,2022-08-21,m,2022 Senior European Championships,qual,"Munich, Germany",PH,100.0,3.5,7.366,0.0,10.866,10.866
Filipe ALMEIDA,POR,2022-08-21,m,2022 Senior European Championships,qual,"Munich, Germany",SR,109.0,3.2,6.333,0.3,9.233,9.233
Filipe ALMEIDA,POR,2022-08-21,m,2022 Senior European Championships,qual,"Munich, Germany",VT1,87.0,5.2,7.966,0.1,13.066,13.066
Joel ALVAREZ,CHI,2022-11-06,m,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",FX,94.0,5.1,7.466,0.0,12.566,12.565999999999999
Joel ALVAREZ,CHI,2022-11-06,m,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",HB,90.0,5.0,7.366,0.0,12.366,12.366
Joel ALVAREZ,CHI,2022-11-06,m,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",PB,96.0,5.3,7.633,0.0,12.933,12.933
Joel ALVAREZ,CHI,2022-11-06,m,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",PH,123.0,4.2,6.166,0.0,10.366,10.366
Joel ALVAREZ,CHI,2022-11-06,m,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",SR,97.0,4.5,7.866,0.0,12.366,12.366
Joel ALVAREZ,CHI,2022-11-06,m,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",VT1,73.0,4.8,8.9,0.0,13.7,13.7
Joar AMBLIE,NOR,2022-08-21,m,2022 Senior European Championships,qual,"Munich, Germany",PB,82.0,3.7,8.8,0.0,12.5,12.5
Joar AMBLIE,NOR,2022-08-21,m,2022 Senior European Championships,qual,"Munich, Germany",SR,66.0,4.3,8.566,0.0,12.866,12.866
Georgios ANGONAS,CYP,2022-11-06,m,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",FX,120.0,4.8,7.266,0.4,11.666,11.665999999999999
Georgios ANGONAS,CYP,2022-11-06,m,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",HB,55.0,4.9,8.166,0.0,13.066,13.066
Georgios ANGONAS,CYP,2022-11-06,m,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",PB,99.0,4.8,8.0,0.0,12.8,12.8
Georgios ANGONAS,CYP,2022-11-06,m,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",PH,100.0,3.6,8.166,0.0,11.766,11.766
Georgios ANGONAS,CYP,2022-11-06,m,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",SR,87.0,4.0,8.566,0.0,12.566,12.566
Georgios ANGONAS,CYP,2022-11-06,m,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",VT1,59.0,4.8,9.066,0.0,13.866,13.866
Georgios ANGONAS,CYP,2022-08-21,m,2022 Senior European Championships,qual,"Munich, Germany",FX,77.0,4.8,7.866,0.0,12.666,12.666
Georgios ANGONAS,CYP,2022-08-21,m,2022 Senior European Championships,qual,"Munich, Germany",HB,39.0,4.8,8.433,0.0,13.233,13.233
Georgios ANGONAS,CYP,2022-08-21,m,2022 Senior European Championships,qual,"Munich, Germany",PB,36.0,5.1,8.566,0.0,13.666,13.666
Georgios ANGONAS,CYP,2022-08-21,m,2022 Senior European Championships,qual,"Munich, Germany",PH,73.0,3.9,8.1,0.0,12.0,12.0
Georgios ANGONAS,CYP,2022-08-21,m,2022 Senior European Championships,qual,"Munich, Germany",SR,95.0,4.0,8.166,0.0,12.166,12.166
Georgios ANGONAS,CYP,2022-08-21,m,2022 Senior European Championships,qual,"Munich, Germany",VT1,81.0,4.8,8.7,0.3,13.2,13.2
Georgios ANGONAS,CYP,2023-08-05,m,2023 FISU World University Games,qual,"Chengdu, China",FX,71.0,4.5,7.466,0.4,11.566,11.566
Georgios ANGONAS,CYP,2023-08-05,m,2023 FISU World University Games,qual,"Chengdu, China",HB,35.0,5.1,8.0,0.0,13.1,13.1
Georgios ANGONAS,CYP,2023-08-05,m,2023 FISU World University Games,qual,"Chengdu, China",PB,26.0,4.8,8.633,0.0,13.433,13.433
Georgios ANGONAS,CYP,2023-08-05,m,2023 FISU World University Games,qual,"Chengdu, China",PH,38.0,4.3,8.266,0.0,12.566,12.565999999999999
Georgios ANGONAS,CYP,2023-08-05,m,2023 FISU World University Games,qual,"Chengdu, China",SR,43.0,4.2,8.533,0.0,12.733,12.733
Georgios ANGONAS,CYP,2023-08-05,m,2023 FISU World University Games,qual,"Chengdu, China",VT1,31.0,4.8,9.033,0.0,13.83,13.832999999999998
Georgios ANGONAS,CYP,2023-08-05,m,2023 FISU World University Games,qual,"Chengdu, China",VT2,10.0,4.8,8.9,0.0,13.7,13.7
Georgios ANGONAS,CYP,2023-04-16,m,2023 Senior European Championships,qual,"Antalya, Turkey",FX,95.0,4.4,8.066,0.0,12.466,12.466000000000001
Georgios ANGONAS,CYP,2023-04-16,m,2023 Senior European Championships,qual,"Antalya, Turkey",HB,70.0,4.8,7.633,0.0,12.433,12.433
Georgios ANGONAS,CYP,2023-04-16,m,2023 Senior European Championships,qual,"Antalya, Turkey",PB,64.0,4.8,8.166,0.0,12.966,12.966000000000001
Georgios ANGONAS,CYP,2023-04-16,m,2023 Senior European Championships,qual,"Antalya, Turkey",PH,120.0,3.4,7.266,0.0,10.666,10.666
Georgios ANGONAS,CYP,2023-04-16,m,2023 Senior European Championships,qual,"Antalya, Turkey",SR,88.0,4.2,8.466,0.0,12.666,12.666
Georgios ANGONAS,CYP,2023-04-16,m,2023 Senior European Championships,qual,"Antalya, Turkey",VT1,37.0,4.8,9.233,0.0,14.033,14.033000000000001
Georgios ANGONAS,CYP,,m,BIRMINGHAM 2022 Commonwealth Games,AAfinal,"Birmingham, England",FX,12.0,4.8,7.45,0.0,12.25,12.25
Georgios ANGONAS,CYP,2022-08-02,m,BIRMINGHAM 2022 Commonwealth Games,qual,"Birmingham, England",FX,26.0,4.8,7.4,0.4,11.8,11.799999999999999
Georgios ANGONAS,CYP,,m,BIRMINGHAM 2022 Commonwealth Games,AAfinal,"Birmingham, England",HB,9.0,4.6,8.35,0.0,12.95,12.95
Georgios ANGONAS,CYP,,m,BIRMINGHAM 2022 Commonwealth Games,AAfinal,"Birmingham, England",PB,12.0,5.0,7.55,0.0,12.55,12.55
Georgios ANGONAS,CYP,2022-08-02,m,BIRMINGHAM 2022 Commonwealth Games,qual,"Birmingham, England",PB,32.0,4.9,7.15,0.0,12.05,12.05
Georgios ANGONAS,CYP,,m,BIRMINGHAM 2022 Commonwealth Games,AAfinal,"Birmingham, England",PH,12.0,3.9,8.65,0.0,12.55,12.55
Georgios ANGONAS,CYP,2022-08-02,m,BIRMINGHAM 2022 Commonwealth Games,qual,"Birmingham, England",PH,33.0,4.1,6.6,0.0,10.7,10.7
Georgios ANGONAS,CYP,,m,BIRMINGHAM 2022 Commonwealth Games,AAfinal,"Birmingham, England",SR,14.0,4.0,7.85,0.0,11.85,11.85
Georgios ANGONAS,CYP,2022-08-02,m,BIRMINGHAM 2022 Commonwealth Games,qual,"Birmingham, England",SR,24.0,4.0,8.6,0.0,12.6,12.6
Georgios ANGONAS,CYP,,m,BIRMINGHAM 2022 Commonwealth Games,AAfinal,"Birmingham, England",VT,9.0,4.8,8.95,0.0,13.75,13.75
Georgios ANGONAS,CYP,,m,BIRMINGHAM 2022 Commonwealth Games,AAqual,"Birmingham, England",VT1,0.0,4.8,9.0,0.0,13.8,13.8
Georgios ANGONAS,CYP,2022-08-02,m,BIRMINGHAM 2022 Commonwealth Games,qual,"Birmingham, England",VT2,10.0,4.0,9.05,0.0,13.05,13.05
Georgios ANGONAS,CYP,2022-08-02,m,BIRMINGHAM 2022 Commonwealth Games,qual,"Birmingham, England",hb,12.0,4.6,8.65,0.0,13.25,13.25
Yefferson ANTON,VEN,2023-06-28,m,2023 Central American and Caribbean Games,qual,"San Salvador, El Salvador",FX,11.0,5.1,7.7,0.0,12.8,12.8
Yefferson ANTON,VEN,2023-06-28,m,2023 Central American and Caribbean Games,qual,"San Salvador, El Salvador",HB,26.0,4.2,6.6,0.0,10.8,10.8
Yefferson ANTON,VEN,2023-06-28,m,2023 Central American and Caribbean Games,qual,"San Salvador, El Salvador",PB,22.0,4.4,7.8,0.0,12.2,12.2
Yefferson ANTON,VEN,2023-06-28,m,2023 Central American and Caribbean Games,qual,"San Salvador, El Salvador",PH,22.0,3.8,6.85,0.0,10.65,10.649999999999999
Yefferson ANTON,VEN,2023-06-28,m,2023 Central American and Caribbean Games,qual,"San Salvador, El Salvador",SR,25.0,4.1,7.0,0.0,11.1,11.1
Yefferson ANTON,VEN,2023-06-28,m,2023 Central American and Caribbean Games,qual,"San Salvador, El Salvador",VT1,31.0,4.0,7.9,0.0,11.9,11.9
Miguel AQUINO III,PUR,2023-06-28,m,2023 Central American and Caribbean Games,qual,"San Salvador, El Salvador",FX,14.0,4.7,8.0,0.0,12.7,12.7
Miguel AQUINO III,PUR,2023-06-28,m,2023 Central American and Caribbean Games,qual,"San Salvador, El Salvador",HB,14.0,3.9,8.0,0.0,11.9,11.9
Miguel AQUINO III,PUR,2023-06-28,m,2023 Central American and Caribbean Games,qual,"San Salvador, El Salvador",PB,24.0,3.8,8.2,0.0,12.0,12.0
Miguel AQUINO III,PUR,2023-06-28,m,2023 Central American and Caribbean Games,qual,"San Salvador, El Salvador",PH,0.0,0.0,0.0,0.0,0.0,0.0
Miguel AQUINO III,PUR,2023-06-28,m,2023 Central American and Caribbean Games,qual,"San Salvador, El Salvador",SR,27.0,3.8,7.05,0.0,10.85,10.85
Miguel AQUINO III,PUR,2023-06-28,m,2023 Central American and Caribbean Games,qual,"San Salvador, El Salvador",VT1,25.0,5.2,7.65,0.1,12.75,12.750000000000002
Shannon ARCHER,SCO,,m,BIRMINGHAM 2022 Commonwealth Games,AAqual,"Birmingham, England",VT1,0.0,5.0,8.9,0.0,13.9,13.9
Ferhat ARICAN,TUR,2022-11-06,m,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",HB,64.0,4.4,8.533,0.0,12.933,12.933
Ferhat ARICAN,TUR,2022-11-06,m,2022 51st FIG Artistic Gymnastics World Championships,final,"Liverpool, England",PB,4.0,6.6,8.466,0.0,15.066,15.065999999999999
Ferhat ARICAN,TUR,2022-11-06,m,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",PB,5.0,6.6,8.6,0.0,15.2,15.2
Ferhat ARICAN,TUR,2022-11-06,m,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",PH,44.0,5.4,7.6,0.0,13.0,13.0
Ferhat ARICAN,TUR,2022-11-06,m,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",VT1,45.0,5.2,8.833,0.0,14.033,14.033000000000001
Ferhat ARICAN,TUR,2022-08-21,m,2022 Senior European Championships,TeamFinal,"Munich, Germany",FX,14.0,5.2,9.1,0.1,14.2,14.200000000000001
Ferhat ARICAN,TUR,2022-08-21,m,2022 Senior European Championships,qual,"Munich, Germany",HB,43.0,4.7,8.433,0.0,13.133,13.133
Ferhat ARICAN,TUR,2022-08-21,m,2022 Senior European Championships,TeamFinal,"Munich, Germany",HB,19.0,4.7,8.0,0.0,12.7,12.7
Ferhat ARICAN,TUR,2022-08-21,m,2022 Senior European Championships,final,"Munich, Germany",PB,7.0,6.5,7.2,0.0,13.7,13.7
Ferhat ARICAN,TUR,2022-08-21,m,2022 Senior European Championships,qual,"Munich, Germany",PB,5.0,6.5,8.2,0.0,14.7,14.7
Ferhat ARICAN,TUR,2022-08-21,m,2022 Senior European Championships,TeamFinal,"Munich, Germany",PB,2.0,6.5,8.7,0.0,15.2,15.2
Ferhat ARICAN,TUR,2022-08-21,m,2022 Senior European Championships,final,"Munich, Germany",PH,5.0,5.8,8.466,0.0,14.266,14.265999999999998
Ferhat ARICAN,TUR,2022-08-21,m,2022 Senior European Championships,qual,"Munich, Germany",PH,7.0,5.8,8.5,0.0,14.3,14.3
Ferhat ARICAN,TUR,2022-08-21,m,2022 Senior European Championships,TeamFinal,"Munich, Germany",PH,3.0,5.9,8.366,0.0,14.266,14.266
Ferhat ARICAN,TUR,2022-08-21,m,2022 Senior European Championships,qual,"Munich, Germany",VT1,21.0,5.2,9.233,0.0,14.433,14.433
Ferhat ARICAN,TUR,2022-08-21,m,2022 Senior European Championships,TeamFinal,"Munich, Germany",VT1,14.0,5.2,9.1,0.1,14.2,14.200000000000001
Ferhat ARICAN,TUR,2023-04-16,m,2023 Senior European Championships,qual,"Antalya, Turkey",HB,47.0,4.4,8.433,0.0,12.833,12.833
Ferhat ARICAN,TUR,2023-04-16,m,2023 Senior European Championships,final,"Antalya, Turkey",PB,2.0,6.5,8.433,0.0,14.933,14.933
Ferhat ARICAN,TUR,2023-04-16,m,2023 Senior European Championships,qual,"Antalya, Turkey",PB,1.0,6.5,8.6,0.0,15.1,15.1
Ferhat ARICAN,TUR,2023-04-16,m,2023 Senior European Championships,qual,"Antalya, Turkey",PH,12.0,5.8,8.0,0.0,13.8,13.8
Ferhat ARICAN,TUR,2023-04-16,m,2023 Senior European Championships,qual,"Antalya, Turkey",VT1,38.0,5.2,8.933,0.1,14.033,14.033
Ferhat ARICAN,TUR,2023-03-19,m,EnBW DTB Pokal Team Challenge 2023,qual,"Stuttgart, Germany",HB,26.0,4.4,8.55,0.0,12.95,12.950000000000001
Ferhat ARICAN,TUR,2023-03-19,m,EnBW DTB Pokal Team Challenge 2023,final,"Stuttgart, Germany",PB,3.0,6.5,7.766,0.0,14.266,14.266
Ferhat ARICAN,TUR,2023-03-19,m,EnBW DTB Pokal Team Challenge 2023,qual,"Stuttgart, Germany",PB,8.0,6.5,7.85,0.0,14.35,14.35
Ferhat ARICAN,TUR,2023-03-19,m,EnBW DTB Pokal Team Challenge 2023,final,"Stuttgart, Germany",PH,4.0,5.8,8.133,0.0,13.933,13.933
Ferhat ARICAN,TUR,2023-03-19,m,EnBW DTB Pokal Team Challenge 2023,qual,"Stuttgart, Germany",PH,6.0,5.8,8.0,0.0,13.8,13.8
Ferhat ARICAN,TUR,2023-03-19,m,EnBW DTB Pokal Team Challenge 2023,qual,"Stuttgart, Germany",VT1,25.0,5.2,8.8,0.1,13.9,13.9
Ferhat ARICAN,TUR,2023-03-19,m,EnBW DTB Pokal Team Challenge 2023,qual,"Stuttgart, Germany",VT2,25.0,0.0,0.0,0.0,0.0,0.0
Ferhat ARICAN,TUR,2023-02-26,m,FIG Apparatus World Cup 2023,final,"Cottbus, Germany",PB,5.0,6.5,8.0,0.0,14.5,14.5
Ferhat ARICAN,TUR,2023-02-26,m,FIG Apparatus World Cup 2023,qual,"Cottbus, Germany",PB,3.0,6.5,8.2,0.0,14.7,14.7
Ferhat ARICAN,TUR,2023-03-04,m,FIG Apparatus World Cup 2023,final,"Doha, Qatar",PB,3.0,6.5,8.233,0.0,14.733,14.733
Ferhat ARICAN,TUR,2023-03-04,m,FIG Apparatus World Cup 2023,qual,"Doha, Qatar",PB,3.0,6.5,8.233,0.0,14.733,14.733
Ferhat ARICAN,TUR,2023-02-26,m,FIG Apparatus World Cup 2023,qual,"Cottbus, Germany",PH,16.0,5.8,8.033,0.0,13.833,13.832999999999998
Ferhat ARICAN,TUR,2023-03-04,m,FIG Apparatus World Cup 2023,qual,"Doha, Qatar",PH,9.0,5.8,8.333,0.0,14.133,14.133
Manuel Helmut ARNOLD,AUT,2022-08-21,m,2022 Senior European Championships,qual,"Munich, Germany",FX,65.0,4.5,8.333,0.0,12.833,12.833
