Country,Competition,Round,Apparatus,Rank,D_Score,E_Score,Penalty,Score,year,name
ISL,2022 51st FIG Artistic Gymnastics World Championships,qual,HB,113.0,4.5,7.366,0.0,11.866,2022,valgard reinhardsson
ISL,2022 Senior European Championships,qual,HB,76.0,4.3,8.033,0.0,12.333,2022,valgard reinhardsson
ISL,2023 Senior European Championships,qual,HB,73.0,4.4,7.966,0.0,12.366,2023,valgard reinhardsson
ESP,2023 Cottbus World Cup,qual,HB,14.0,4.9,7.9,0.0,12.8,2023,dietmar reinhardt
ESP,2023 Varna World Challenge Cup,qual,HB,20.0,5.0,5.85,0.0,10.85,2023,dietmar reinhardt
ESP,EnBW DTB Pokal Team Challenge 2023,qual,HB,24.0,4.9,8.15,0.0,13.05,2023,dietmar v. reinhardt codina
USA,EnBW DTB Pokal Team Challenge 2023,qual,HB,7.0,5.8,8.2,0.0,14.0,2023,frederick richard
USA,2023 FISU World University Games,final,HB,7.0,5.9,7.3,0.3,12.9,2023,frederick nathaniel richard
USA,2023 FISU World University Games,qual,HB,6.0,6.2,8.4,0.0,14.6,2023,frederick nathaniel richard
USA,2023 FISU World University Games,AAfinal,HB,2.0,6.2,8.033,0.0,14.233,2023,frederick nathaniel richard
ESP,2023 FISU World University Games,qual,HB,48.0,3.8,8.7,0.0,12.5,2023,oriol rifa pedreno
GBR,2023 British Gymnastics Championships,qual,HB,11.0,3.6,8.95,0.0,12.55,2023,thomas roberts
GBR,2023 British Gymnastics Championships,qual,HB,10.0,4.4,8.2,0.0,12.6,2023,remell robinson bailey
MEX,2023 Cairo World Cup,qual,HB,23.0,4.7,7.666,0.0,12.366,2023,javier rojo
VEN,2023 Central American and Caribbean Games,AAfinal,HB,13.0,4.5,6.4,0.0,10.9,2023,edward rolin
VEN,2023 Central American and Caribbean Games,qual,HB,20.0,4.6,6.9,0.0,11.5,2023,edward rolin
AUT,2023 FISU World University Games,qual,HB,74.0,3.8,6.433,0.0,10.233,2023,ricardo rudy
AUT,2023 Senior European Championships,qual,HB,102.0,4.1,7.533,0.0,11.633,2023,ricardo rudy
ESP,EnBW DTB Pokal Team Challenge 2023,qual,HB,42.0,4.3,8.0,0.0,12.3,2023,pablo ruiz sanchez
SWE,2022 51st FIG Artistic Gymnastics World Championships,qual,HB,81.0,5.2,7.366,0.0,12.566,2022,david rumbutis
SWE,2022 Senior European Championships,qual,HB,44.0,4.9,8.2,0.0,13.1,2022,david rumbutis
SWE,2023 Cottbus World Cup,qual,HB,18.0,4.9,7.766,0.0,12.666,2023,david rumbutis
GBR,2023 British Gymnastics Championships,qual,HB,29.0,2.9,5.6,0.0,8.5,2023,kurtis rutter
KOR,2022 51st FIG Artistic Gymnastics World Championships,qual,HB,25.0,5.1,8.533,0.0,13.633,2022,sunghyun ryu
KOR,2023 FISU World University Games,qual,HB,13.0,5.1,8.6,0.0,13.7,2023,sunghyun ryu
KOR,2023 FISU World University Games,AAfinal,HB,10.0,5.1,8.1,0.0,13.2,2023,sunghyun ryu
none,2023 Osijek World Challenge Cup,qual,HB,30.0,3.5,5.55,3.0,6.05,2023,yazz ramsahai
none,2023 Osijek World Challenge Cup,qual,HB,20.0,4.4,6.8,0.0,11.2,2023,valgard reinhardsson
ESP,2022 Cottbus World Cup,qual,HB,28.0,4.1,5.1,0.0,9.2,2022,dietmar reinhardt
GER,2022 Baku World Cup,qual,HB,20.0,4.8,7.233,0.0,12.033,2022,felix remuta
GER,2022 Cottbus World Cup,qual,HB,15.0,4.7,7.933,0.0,12.633,2022,felix remuta
USA,2022 Winter Cup,AAfinal,HB,31.0,5.1,6.55,0.0,11.65,2022,fred richard
USA,2023 Winter Cup,AAfinal,HB,1.0,6.1,8.45,0.0,14.55,2023,fred richard
GER,2023 FISU World University Games,qual,HB,41.0,4.6,8.2,0.0,12.8,2023,mika tom saefken
AZE,2022 Senior European Championships,qual,HB,97.0,3.8,7.566,0.0,11.366,2022,mansum safarov
FRA,2022 51st FIG Artistic Gymnastics World Championships,qual,HB,78.0,5.0,7.633,0.0,12.633,2022,leo saladino
FRA,2022 Senior European Championships,qual,HB,45.0,5.0,8.033,0.0,13.033,2022,leo saladino
FRA,2022 Senior European Championships,TeamFinal,HB,22.0,5.0,7.466,0.0,12.466,2022,leo saladino
FRA,2023 Senior European Championships,AAfinal,HB,23.0,4.0,7.133,0.0,11.133,2023,leo saladino
FRA,2023 Senior European Championships,qual,HB,44.0,4.9,7.966,0.0,12.866,2023,leo saladino
FRA,EnBW DTB Pokal Team Challenge 2023,qual,HB,37.0,4.9,7.65,0.0,12.55,2023,léo saladino
FRA,2022 Senior European Championships,qual,HB,50.0,4.7,8.166,0.0,12.866,2022,julien saleur
FRA,2022 Senior European Championships,TeamFinal,HB,18.0,4.7,8.266,0.0,12.966,2022,julien saleur
COL,2022 51st FIG Artistic Gymnastics World Championships,qual,HB,49.0,5.1,8.033,0.0,13.133,2022,javier sandoval afanador
ITA,EnBW DTB Pokal Team Challenge 2023,qual,HB,30.0,4.4,8.4,0.0,12.8,2023,marco sarrugerio
POL,2023 Baku World Cup,qual,HB,41.0,4.4,6.566,0.0,10.966,2023,filip sasnal
POL,2023 Cairo World Cup,qual,HB,33.0,1.8,8.166,6.0,3.966,2023,filip sasnal
POL,2023 Cottbus World Cup,qual,HB,31.0,4.6,6.9,0.0,11.5,2023,filip sasnal
POL,2023 Senior European Championships,qual,HB,96.0,4.4,7.566,0.0,11.966,2023,filip sasnal
NED,2022 51st FIG Artistic Gymnastics World Championships,AAfinal,HB,14.0,5.1,7.9,0.0,13.0,2022,casimir schmidt
NED,2022 51st FIG Artistic Gymnastics World Championships,qual,HB,57.0,5.1,7.933,0.0,13.033,2022,casimir schmidt
NED,2023 Cairo World Cup,final,HB,3.0,5.2,8.333,0.0,13.533,2023,casimir schmidt
NED,2023 Cairo World Cup,qual,HB,5.0,5.2,8.266,0.0,13.466,2023,casimir schmidt
NED,2023 Senior European Championships,AAfinal,HB,10.0,5.2,8.166,0.0,13.366,2023,casimir schmidt
NED,2023 Senior European Championships,qual,HB,23.0,5.2,8.0,0.0,13.2,2023,casimir schmidt
GBR,2023 British Gymnastics Championships,qual,HB,22.0,3.0,8.65,0.0,11.65,2023,iwan scrivens
SUI,2022 51st FIG Artistic Gymnastics World Championships,qual,HB,58.0,5.7,7.333,0.0,13.033,2022,noe seifert
SUI,2022 Senior European Championships,final,HB,5.0,5.7,8.2,0.0,13.9,2022,noe seifert
SUI,2022 Senior European Championships,qual,HB,3.0,5.7,8.433,0.0,14.133,2022,noe seifert
SUI,2022 Senior European Championships,TeamFinal,HB,2.0,5.7,8.3,0.0,14.0,2022,noe seifert
SUI,2023 Senior European Championships,AAfinal,HB,2.0,5.8,8.133,0.0,13.933,2023,noe seifert
SUI,2023 Senior European Championships,qual,HB,63.0,5.5,7.1,0.0,12.6,2023,noe seifert
SUI,EnBW DTB Pokal Team Challenge 2023,qual,HB,11.0,6.0,7.65,0.0,13.65,2023,noe samuel seifert
TUR,2022 Senior European Championships,qual,HB,93.0,4.3,7.666,0.0,11.966,2022,kerem sener
TUR,2023 Baku World Cup,qual,HB,15.0,4.8,8.433,0.0,13.233,2023,kerem sener
TUR,2023 FISU World University Games,qual,HB,30.0,4.6,8.666,0.0,13.266,2023,kerem sener
TUR,2023 Senior European Championships,qual,HB,17.0,4.8,8.433,0.0,13.233,2023,kerem sener
TUR,2023 Varna World Challenge Cup,final,HB,9.0,4.8,7.333,0.0,12.133,2023,kerem sener
TUR,2023 Varna World Challenge Cup,qual,HB,8.0,5.1,7.9,0.0,13.0,2023,kerem sener
TUR,EnBW DTB Pokal Team Challenge 2023,qual,HB,25.0,4.8,8.2,0.0,13.0,2023,kerem sener
SUI,2023 FISU World University Games,qual,HB,24.0,5.4,8.0,0.0,13.4,2023,samir serhani
SUI,2023 FISU World University Games,AAfinal,HB,6.0,5.4,8.266,0.0,13.666,2023,samir serhani
SUI,2023 Varna World Challenge Cup,qual,HB,18.0,5.0,7.1,0.0,12.1,2023,samir serhani
SUI,2022 51st FIG Artistic Gymnastics World Championships,qual,HB,23.0,5.9,7.8,0.0,13.7,2022,taha serhani
SUI,2023 Senior European Championships,qual,HB,67.0,5.5,6.966,0.0,12.466,2023,taha serhani
SUI,EnBW DTB Pokal Team Challenge 2023,final,HB,2.0,5.9,8.166,0.0,14.066,2023,taha serhani
SUI,EnBW DTB Pokal Team Challenge 2023,qual,HB,6.0,5.9,8.3,0.0,14.2,2023,taha serhani
CHN,2023 FISU World University Games,final,HB,2.0,6.3,8.3,0.0,14.6,2023,cong shi
CHN,2023 FISU World University Games,qual,HB,3.0,6.2,9.0,0.0,15.2,2023,cong shi
CHN,2023 FISU World University Games,AAfinal,HB,1.0,6.2,8.266,0.0,14.466,2023,cong shi
TPE,2023 FISU World University Games,qual,HB,39.0,4.3,8.533,0.0,12.833,2023,yu shiao
AZE,2022 Senior European Championships,qual,HB,52.0,4.2,8.633,0.0,12.833,2022,nikita simonov
IND,2022 51st FIG Artistic Gymnastics World Championships,qual,HB,76.0,4.5,8.166,0.0,12.666,2022,yogeshwar singh
IND,BIRMINGHAM 2022 Commonwealth Games,AAfinal,HB,11.0,4.5,8.2,0.0,12.7,2022,yogeshwar singh
IND,BIRMINGHAM 2022 Commonwealth Games,qual,HB,19.0,4.5,8.2,0.0,12.7,2022,yogeshwar singh
GE1,EnBW DTB Pokal Team Challenge 2023,qual,HB,55.0,3.6,6.0,0.0,9.6,2023,dario sissakis
GEO,2022 Senior European Championships,qual,HB,106.0,4.2,6.433,0.0,10.633,2022,bidzina sitchinava
GEO,2023 Baku World Cup,qual,HB,31.0,4.1,7.933,0.0,12.033,2023,bidzina sitchinava
GEO,2023 Cottbus World Cup,qual,HB,32.0,4.1,7.366,0.0,11.466,2023,bidzina sitchinava
GEO,2023 Doha World Cup,qual,HB,30.0,4.0,7.233,0.0,11.233,2023,bidzina sitchinava
GEO,2023 Senior European Championships,qual,HB,105.0,3.8,7.766,0.0,11.566,2023,bidzina sitchinava
GEO,2022 Senior European Championships,qual,HB,72.0,4.2,8.233,0.0,12.433,2022,levan skhiladze
GEO,2023 Senior European Championships,qual,HB,118.0,3.9,7.1,0.0,11.0,2023,levan skhiladze
NOR,2022 Senior European Championships,qual,HB,71.0,4.3,8.166,0.0,12.466,2022,peder skogvang
NOR,2023 Senior European Championships,qual,HB,32.0,4.5,8.5,0.0,13.0,2023,peder skogvang
NOR,2023 Cottbus World Cup,qual,HB,19.0,4.5,8.066,0.0,12.566,2023,peder funderud skogvang
AUS,2023 FISU World University Games,qual,HB,42.0,4.2,8.566,0.0,12.766,2023,kiplin morrish smith
AUS,2023 FISU World University Games,qual,HB,52.0,4.7,7.7,0.0,12.4,2023,lachlan robert smith
GBR,2023 British Gymnastics Championships,qual,HB,27.0,2.6,7.85,0.0,10.45,2023,daniel smyllie
BRA,2022 51st FIG Artistic Gymnastics World Championships,AAfinal,HB,6.0,5.5,8.366,0.0,13.866,2022,diogo soares
BRA,2022 51st FIG Artistic Gymnastics World Championships,qual,HB,17.0,5.7,8.266,0.0,13.966,2022,diogo soares
BOL,2023 Cottbus World Cup,qual,HB,46.0,3.6,6.566,0.0,10.166,2023,oliver sons sanchez
BRA,2022 51st FIG Artistic Gymnastics World Championships,AAfinal,HB,4.0,6.3,7.833,0.0,14.133,2022,caio souza
BRA,2022 51st FIG Artistic Gymnastics World Championships,qual,HB,10.0,6.3,8.033,0.0,14.333,2022,caio souza
BRA,2022 51st FIG Artistic Gymnastics World Championships,qual,HB,18.0,5.4,8.433,0.0,13.833,2022,lucas souza bitencourt
CRO,2022 51st FIG Artistic Gymnastics World Championships,qual,HB,46.0,5.7,7.5,0.0,13.2,2022,tin srbic
CRO,2022 Senior European Championships,qual,HB,25.0,5.7,7.766,0.0,13.466,2022,tin srbic
CRO,2023 Baku World Cup,final,HB,3.0,5.9,7.766,0.0,13.666,2023,tin srbic
CRO,2023 Baku World Cup,qual,HB,5.0,5.4,8.533,0.0,13.933,2023,tin srbic
CRO,2023 Cottbus World Cup,qual,HB,15.0,5.4,7.366,0.0,12.766,2023,tin srbic
CRO,2023 Doha World Cup,final,HB,2.0,5.9,8.4,0.0,14.3,2023,tin srbic
CRO,2023 Doha World Cup,qual,HB,3.0,5.5,8.5,0.0,14.0,2023,tin srbic
CRO,2023 Senior European Championships,final,HB,1.0,5.9,8.333,0.0,14.233,2023,tin srbic
CRO,2023 Senior European Championships,qual,HB,3.0,5.5,8.466,0.0,13.966,2023,tin srbic
IRL,2023 Senior European Championships,qual,HB,71.0,4.1,8.3,0.0,12.4,2023,adam steele
UKR,2023 Senior European Championships,qual,HB,20.0,5.2,8.033,0.0,13.233,2023,radomyr stelmakh
SWE,2023 Senior European Championships,qual,HB,69.0,4.5,7.933,0.0,12.433,2023,marcus stenberg
NOR,2023 Senior European Championships,qual,HB,123.0,4.3,5.366,0.0,9.666,2023,nore stene
CHN,2023 FISU World University Games,qual,HB,9.0,6.0,7.866,0.0,13.866,2023,weide su
JPN,2023 FISU World University Games,final,HB,3.0,5.5,8.733,0.0,14.23,2023,kaito sugimoto
JPN,2023 FISU World University Games,qual,HB,7.0,5.3,8.8,0.0,14.1,2023,kaito sugimoto
JPN,2023 Doha World Cup,qual,HB,27.0,5.2,6.433,0.0,11.633,2023,takaaki sugino
CHN,2022 51st FIG Artistic Gymnastics World Championships,final,HB,4.0,6.4,8.033,0.0,14.433,2022,wei sun
CHN,2022 51st FIG Artistic Gymnastics World Championships,qual,HB,2.0,6.4,8.433,0.0,14.833,2022,wei sun
UKR,2022 51st FIG Artistic Gymnastics World Championships,qual,HB,128.0,3.6,7.3,0.0,10.9,2022,bohdan suprun
UKR,2023 FISU World University Games,qual,HB,58.0,3.4,8.566,0.0,11.966,2023,bohdan suprun
TUR,2022 Baku World Cup,qual,HB,25.0,4.4,6.733,0.0,11.133,2022,kerem sener
USA,2023 Winter Cup,AAfinal,HB,12.0,4.8,8.1,0.0,12.9,2023,david shamah
IND,2022 Cairo World Cup,qual,HB,14.0,4.5,7.933,0.0,12.433,2022,yogeshwar singh
GEO,2022 Doha World Cup,qual,HB,22.0,4.2,5.266,0.3,9.166,2022,bidzina sitchinava
NOR,2022 Cottbus World Cup,qual,HB,27.0,4.0,6.766,0.0,10.766,2022,peder skogvang
NOR,2022 Cottbus World Cup,qual,HB,27.0,4.0,6.766,0.0,10.766,2022,peder skogvang
AUS,2023 Osijek World Challenge Cup,qual,HB,10.0,4.6,8.3,0.0,12.9,2023,kiplin smith
AUS,2023 Tel Aviv World Challenge Cup,qual,HB,13.0,3.4,6.4,0.0,9.8,2023,kiplin smith
none,2023 Osijek World Challenge Cup,final,HB,1.0,6.3,8.0,0.0,14.3,2023,caio souza
none,2023 Osijek World Challenge Cup,qual,HB,5.0,6.3,7.35,0.0,13.65,2023,caio souza
BEL,2023 Osijek World Challenge Cup,qual,HB,18.0,4.7,7.25,0.0,11.95,2023,senne spyckerelle
CRO,2022 Cottbus World Cup,final,HB,2.0,5.7,8.633,0.0,14.333,2022,tin srbic
CRO,2022 Cottbus World Cup,qual,HB,4.0,5.3,8.766,0.0,14.066,2022,tin srbic
CRO,2022 Doha World Cup,qual,HB,1.0,5.6,8.5,0.0,14.1,2022,tin srbic
CRO,2023 Osijek World Challenge Cup,final,HB,3.0,6.0,8.166,0.0,14.166,2023,tin srbic
none,2023 Osijek World Challenge Cup,qual,HB,24.0,5.2,5.35,0.0,10.55,2023,radomyr stelmakh
RUS,2022 Doha World Cup,qual,HB,19.0,4.6,6.533,0.0,11.133,2022,ivan stretovich
CAN,BIRMINGHAM 2022 Commonwealth Games,AAfinal,HB,8.0,4.8,8.4,0.0,13.2,2022,kenji tamane
CAN,BIRMINGHAM 2022 Commonwealth Games,qual,HB,26.0,4.6,7.45,0.0,12.05,2022,kenji tamane
CAN,EnBW DTB Pokal Team Challenge 2023,qual,HB,56.0,2.3,6.95,5.0,4.25,2023,kenji tamane
SUI,2023 FISU World University Games,final,HB,4.0,5.3,8.466,0.0,13.76,2023,dominic daniel tamsel
SUI,2023 FISU World University Games,qual,HB,15.0,5.3,8.3,0.0,13.6,2023,dominic daniel tamsel
TPE,2022 51st FIG Artistic Gymnastics World Championships,AAfinal,HB,5.0,5.6,8.466,0.0,14.066,2022,chia hung tang
TPE,2022 51st FIG Artistic Gymnastics World Championships,qual,HB,73.0,5.5,7.233,0.0,12.733,2022,chia hung tang
JPN,EnBW DTB Pokal Team Challenge 2023,qual,HB,12.0,5.4,8.2,0.0,13.6,2023,kakeru tanigawa
JPN,2022 51st FIG Artistic Gymnastics World Championships,AAfinal,HB,8.0,5.7,7.9,0.0,13.6,2022,wataru tanigawa
JPN,2022 51st FIG Artistic Gymnastics World Championships,qual,HB,30.0,5.7,7.866,0.0,13.566,2022,wataru tanigawa
AUS,EnBW DTB Pokal Team Challenge 2023,qual,HB,50.0,4.5,7.05,0.0,11.55,2023,david tanner
GRE,2023 Senior European Championships,qual,HB,119.0,4.1,6.866,0.0,10.966,2023,antonios tantalidis
ROU,2023 Baku World Cup,qual,HB,22.0,4.8,8.066,0.0,12.866,2023,nicholas tarca
ROU,2023 Senior European Championships,qual,HB,56.0,4.5,8.166,0.0,12.666,2023,nicholas tarca
NED,2023 Varna World Challenge Cup,qual,HB,19.0,5.1,6.45,0.0,11.55,2023,wout teillers
NED,2023 FISU World University Games,qual,HB,46.0,5.3,7.4,0.0,12.7,2023,wout johan alexander teillers
ISL,2022 51st FIG Artistic Gymnastics World Championships,qual,HB,116.0,4.1,7.666,0.0,11.766,2022,jonas ingi thorisson
ISL,2022 Senior European Championships,qual,HB,87.0,3.5,8.633,0.0,12.133,2022,jonas ingi thorisson
AUS,2022 51st FIG Artistic Gymnastics World Championships,qual,HB,41.0,4.9,8.366,0.0,13.266,2022,heath thorpe
AUS,EnBW DTB Pokal Team Challenge 2023,qual,HB,49.0,4.4,7.15,0.0,11.55,2023,heath thorpe
AZE,2022 51st FIG Artistic Gymnastics World Championships,qual,HB,103.0,4.6,7.5,0.0,12.1,2022,ivan tikhonov
AZE,2022 Senior European Championships,qual,HB,29.0,5.1,8.3,0.0,13.4,2022,ivan tikhonov
AZE,2023 Baku World Cup,final,HB,8.0,5.1,7.1,0.0,12.2,2023,ivan tikhonov
AZE,2023 Baku World Cup,qual,HB,6.0,5.6,8.333,0.0,13.933,2023,ivan tikhonov
AZE,2023 Cairo World Cup,qual,HB,26.0,5.0,7.3,0.0,12.3,2023,ivan tikhonov
AZE,2023 Cottbus World Cup,qual,HB,37.0,4.8,6.533,0.0,11.333,2023,ivan tikhonov
AZE,2023 Doha World Cup,qual,HB,9.0,5.1,8.066,0.0,13.166,2023,ivan tikhonov
AZE,2023 FISU World University Games,qual,HB,24.0,5.4,8.0,0.0,13.4,2023,ivan tikhonov
AZE,2023 FISU World University Games,AAfinal,HB,17.0,4.9,6.766,0.0,11.666,2023,ivan tikhonov
AZE,2023 Senior European Championships,qual,HB,40.0,5.1,7.8,0.0,12.9,2023,ivan tikhonov
GER,2022 51st FIG Artistic Gymnastics World Championships,qual,HB,50.0,5.4,7.733,0.0,13.133,2022,andreas toba
GER,2022 Senior European Championships,qual,HB,94.0,4.9,7.033,0.0,11.933,2022,andreas toba
GER,2022 Senior European Championships,TeamFinal,HB,14.0,5.4,7.866,0.0,13.266,2022,andreas toba
GER,2023 Senior European Championships,qual,HB,28.0,5.7,7.466,0.0,13.166,2023,andreas toba
GE1,EnBW DTB Pokal Team Challenge 2023,qual,HB,22.0,5.7,7.5,0.0,13.2,2023,andreas toba
GBR,2022 British Gymnastics Championships,final,HB,8.0,5.2,5.4,0.0,10.6,2022,adam tobin
GBR,2022 British Gymnastics Championships,qual,HB,3.0,5.3,8.35,0.0,13.65,2022,adam tobin
GBR,2023 British Gymnastics Championships,final,HB,1.0,5.3,8.35,0.0,13.65,2023,adam tobin
GBR,2023 British Gymnastics Championships,qual,HB,1.0,5.2,8.65,0.0,13.85,2023,adam tobin
GBR,2023 Senior European Championships,qual,HB,23.0,5.2,8.0,0.0,13.2,2023,adam tobin
GBR,EnBW DTB Pokal Team Challenge 2023,qual,HB,21.0,5.3,7.95,0.0,13.25,2023,adam tobin
KAZ,2023 Cairo World Cup,qual,HB,32.0,5.3,4.4,0.0,9.7,2023,diyas toishybek
KAZ,2023 FISU World University Games,qual,HB,60.0,5.0,6.933,0.0,11.933,2023,diyas toishybek
HUN,2022 51st FIG Artistic Gymnastics World Championships,qual,HB,82.0,4.6,7.933,0.0,12.533,2022,benedek tomcsanyi
HUN,2022 Senior European Championships,qual,HB,85.0,4.4,7.766,0.0,12.166,2022,benedek tomcsanyi
GER,2022 51st FIG Artistic Gymnastics World Championships,qual,HB,53.0,5.2,7.9,0.0,13.1,2022,glenn trebing
GER,2022 Senior European Championships,qual,HB,77.0,4.9,7.433,0.0,12.333,2022,glenn trebing
VEN,2023 Central American and Caribbean Games,AAfinal,HB,11.0,4.2,7.15,0.0,11.35,2023,adickxon trejo
VEN,2023 Central American and Caribbean Games,qual,HB,11.0,4.2,7.85,0.0,12.05,2023,adickxon trejo
BUL,2022 Senior European Championships,qual,HB,69.0,4.2,8.3,0.0,12.5,2022,teodor trifonov
BUL,2023 Senior European Championships,qual,HB,109.0,4.6,6.8,0.0,11.4,2023,teodor trifonov
GRE,2023 Senior European Championships,qual,HB,124.0,3.7,5.833,0.0,9.533,2023,stefanos tsolakidis
LTU,2022 51st FIG Artistic Gymnastics World Championships,qual,HB,11.0,5.7,8.6,0.0,14.3,2022,robert tvorogal
LTU,2022 Senior European Championships,final,HB,2.0,5.6,8.4,0.0,14.0,2022,robert tvorogal
LTU,2022 Senior European Championships,qual,HB,6.0,5.6,8.366,0.0,13.966,2022,robert tvorogal
LTU,2023 Baku World Cup,qual,HB,12.0,5.5,7.9,0.0,13.4,2023,robert tvorogal
LTU,2023 Cairo World Cup,qual,HB,12.0,5.2,7.866,0.0,13.066,2023,robert tvorogal
LTU,2023 Cottbus World Cup,qual,HB,25.0,4.7,7.3,0.0,12.0,2023,robert tvorogal
LTU,2023 Doha World Cup,final,HB,7.0,5.5,7.566,0.0,13.066,2023,robert tvorogal
LTU,2023 Doha World Cup,qual,HB,1.0,5.6,8.766,0.0,14.366,2023,robert tvorogal
LTU,2023 Senior European Championships,final,HB,6.0,5.8,7.3,0.0,13.1,2023,robert tvorogal
LTU,2023 Senior European Championships,qual,HB,6.0,5.5,8.2,0.0,13.7,2023,robert tvorogal
VIE,2022 Baku World Cup,qual,HB,12.0,4.9,8.4,0.0,13.3,2022,dinh phuong thanh
AZE,2022 Baku World Cup,qual,HB,11.0,5.2,8.166,0.0,13.366,2022,ivan tikhonov
AZE,2022 Cottbus World Cup,qual,HB,17.0,5.2,7.233,0.0,12.433,2022,ivan tikhonov
AZE,2022 Doha World Cup,final,HB,4.0,5.2,7.5,0.0,12.7,2022,ivan tikhonov
AZE,2022 Doha World Cup,qual,HB,6.0,5.2,7.833,0.0,13.033,2022,ivan tikhonov
GBR,2023 Osijek World Challenge Cup,qual,HB,22.0,4.7,6.2,0.0,10.9,2023,adam tobin
GER,2023 Tel Aviv World Challenge Cup,final,HB,3.0,5.2,8.2,0.0,13.4,2023,glenn trebing
GER,2023 Tel Aviv World Challenge Cup,qual,HB,3.0,5.0,8.0,0.0,13.0,2023,glenn trebing
BUL,2022 Baku World Cup,qual,HB,23.0,4.1,7.133,0.0,11.233,2022,teodor trifonov
LTU,2022 Baku World Cup,final,HB,7.0,5.5,7.5,0.0,13.0,2022,robert tvorogal
LTU,2022 Baku World Cup,qual,HB,2.0,5.6,8.633,0.0,14.233,2022,robert tvorogal
LTU,2022 Cairo World Cup,final,HB,5.0,5.4,8.0,0.0,13.4,2022,robert tvorogal
LTU,2022 Cairo World Cup,qual,HB,5.0,5.4,8.1,0.0,13.5,2022,robert tvorogal
LTU,2022 Doha World Cup,qual,HB,4.0,5.5,8.033,0.0,13.533,2022,robert tvorogal
LTU,2022 Doha World Cup,final,HB,2.0,5.4,8.533,0.0,13.933,2022,robert tvorogal
none,2023 Osijek World Challenge Cup,final,HB,4.0,5.4,8.5,0.0,13.9,2023,robert tvorogal
none,2023 Osijek World Challenge Cup,qual,HB,8.0,5.0,8.2,0.0,13.2,2023,robert tvorogal
BEL,2022 Senior European Championships,qual,HB,24.0,5.4,8.066,0.0,13.466,2022,luka van den keybus
BEL,2023 Cottbus World Cup,qual,HB,23.0,5.1,7.1,0.0,12.2,2023,luka van den keybus
BEL,2023 Senior European Championships,AAfinal,HB,7.0,5.4,8.033,0.0,13.433,2023,luka van den keybus
BEL,2023 Senior European Championships,qual,HB,52.0,5.4,7.4,0.0,12.8,2023,luka van den keybus
ITA,2023 FISU World University Games,qual,HB,17.0,5.0,8.533,0.0,13.533,2023,niccolo vannucchi
SWE,2022 Senior European Championships,qual,HB,75.0,4.0,8.333,0.0,12.333,2022,kim vanstroem
SWE,2023 Doha World Cup,qual,HB,22.0,4.1,7.966,0.0,12.066,2023,kim vanstrom
COL,2023 Central American and Caribbean Games,qual,HB,9.0,4.8,7.35,0.0,12.15,2023,sergio vargas
FIN,2023 FISU World University Games,qual,HB,67.0,3.6,7.966,0.0,11.566,2023,antti juhani varjolaakso
HUN,2023 Baku World Cup,qual,HB,9.0,5.8,7.8,0.0,13.6,2023,david vecsernyes
HUN,2023 Senior European Championships,qual,HB,10.0,5.8,7.7,0.0,13.5,2023,david vecsernyes
HUN,2023 Varna World Challenge Cup,final,HB,3.0,5.6,8.066,0.0,13.666,2023,david vecsernyes
HUN,2023 Varna World Challenge Cup,qual,HB,6.0,5.4,7.9,0.0,13.3,2023,david vecsernyes
NED,2022 51st FIG Artistic Gymnastics World Championships,qual,HB,92.0,4.9,7.433,0.0,12.333,2022,martijn veer
SRB,2022 Senior European Championships,qual,HB,63.0,4.3,8.3,0.0,12.6,2022,petar vefic
SRB,2023 Cairo World Cup,qual,HB,20.0,4.4,8.233,0.0,12.633,2023,petar vefic
SRB,2023 Senior European Championships,qual,HB,72.0,4.4,8.0,0.0,12.4,2023,petar vefic
SRB,2023 Varna World Challenge Cup,qual,HB,15.0,4.4,8.1,0.0,12.5,2023,petar vefic
ESA,2023 Central American and Caribbean Games,AAfinal,HB,14.0,2.9,7.15,0.0,10.05,2023,pablo velasquez
ESA,2023 Central American and Caribbean Games,qual,HB,28.0,2.9,7.55,0.0,10.45,2023,pablo velasquez
ESP,2023 Doha World Cup,qual,HB,29.0,4.4,7.0,0.0,11.4,2023,adria vera
ESP,2023 Senior European Championships,qual,HB,57.0,5.0,7.666,0.0,12.666,2023,adria vera
ESP,EnBW DTB Pokal Team Challenge 2023,qual,HB,44.0,5.0,7.05,0.0,12.05,2023,adria vera mora
SVK,2023 Senior European Championships,qual,HB,110.0,3.9,7.433,0.0,11.333,2023,peter vidricko
CRC,2023 Central American and Caribbean Games,AAfinal,HB,16.0,3.1,6.3,0.0,9.4,2023,andres villegas
CRC,2023 Central American and Caribbean Games,qual,HB,29.0,3.1,7.25,0.0,10.35,2023,andres villegas
USA,2022 Winter Cup,AAfinal,HB,11.0,5.6,7.55,0.0,13.15,2022,colin van wicklen
USA,2023 Winter Cup,AAfinal,HB,30.0,0.0,0.0,0.0,0.0,2023,colin van wicklen
HUN,2022 Cairo World Cup,qual,HB,11.0,5.3,7.4,0.0,12.7,2022,david vecsernyes
HUN,2023 Osijek World Challenge Cup,qual,HB,13.0,5.6,7.0,0.0,12.6,2023,david vecsernyes
NED,2022 Baku World Cup,qual,HB,17.0,5.1,7.333,0.0,12.433,2022,martijn de veer
NED,2022 Cottbus World Cup,qual,HB,9.0,5.2,8.066,0.0,13.266,2022,martijn de veer
