Name,Country,Competition,Round,Location,Apparatus,Rank,D_Score,E_Score,Penalty,Score
Tamsyn Sanchez BESSIT,RSA,2023 FISU World University Games,qual,"Chengdu, China",FX,26.0,4.5,6.966,0.0,11.466
Tamsyn Sanchez BESSIT,RSA,2023 FISU World University Games,qual,"Chengdu, China",UB,43.0,4.5,4.4,0.0,8.9
Tamsyn Sanchez BESSIT,RSA,2023 FISU World University Games,qual,"Chengdu, China",VT,40.0,3.4,8.3,0.0,11.7
Lena BICKEL,SUI,2023 Senior European Championships,qual,"Antalya, Turkey",BB,90.0,5.1,4.9,0.0,10.0
Lena BICKEL,SUI,2023 Senior European Championships,qual,"Antalya, Turkey",FX,10.0,5.3,7.733,0.0,13.033
Lena BICKEL,SUI,2023 Senior European Championships,qual,"Antalya, Turkey",UB,77.0,4.7,6.533,0.0,11.233
Lena BICKEL,SUI,2023 Senior European Championships,qual,"Antalya, Turkey",VT,17.0,4.2,9.166,0.0,13.366
Ula BIKINAITE,LTU,2022 Senior European Championships,qual,"Munich, Germany",BB,57.0,4.3,7.333,0.0,11.633
Ula BIKINAITE,LTU,2022 Senior European Championships,qual,"Munich, Germany",FX,113.0,3.6,5.966,0.0,9.566
Ula BIKINAITE,LTU,2022 Senior European Championships,qual,"Munich, Germany",UB,108.0,3.6,5.8,0.3,9.1
Ula BIKINAITE,LTU,2022 Senior European Championships,qual,"Munich, Germany",VT,68.0,3.8,8.6,0.0,12.4
Ula BIKINAITE,LTU,2023 Senior European Championships,qual,"Antalya, Turkey",BB,120.0,4.0,4.166,0.1,8.066
Ula BIKINAITE,LTU,2023 Senior European Championships,qual,"Antalya, Turkey",FX,114.0,3.6,6.533,0.0,10.133
Ula BIKINAITE,LTU,2023 Senior European Championships,qual,"Antalya, Turkey",UB,87.0,3.5,7.3,0.0,10.8
Ula BIKINAITE,LTU,2023 Senior European Championships,qual,"Antalya, Turkey",VT,88.0,3.6,8.566,0.0,12.166
Ceren BINER,TUR,2023 Senior European Championships,qual,"Antalya, Turkey",FX,51.0,4.7,7.333,0.0,12.033
Ceren BINER,TUR,2023 Senior European Championships,qual,"Antalya, Turkey",UB,74.0,4.8,6.533,0.0,11.333
Ceren BINER,TUR,2023 Senior European Championships,qual,"Antalya, Turkey",VT,38.0,4.2,8.833,0.0,13.033
Ceren BINER,TUR,2023 Senior European Championships,final,"Antalya, Turkey",VT,6.0,3.8,8.666,0.0,12.466
Ceren BINER,TUR,2023 Senior European Championships,qual,"Antalya, Turkey",VT,8.0,3.8,8.666,0.0,12.466
Leni BOHLE,AUT,2023 Senior European Championships,qual,"Antalya, Turkey",BB,84.0,4.8,5.366,0.0,10.166
Leni BOHLE,AUT,2023 Senior European Championships,qual,"Antalya, Turkey",VT,45.0,4.2,8.9,0.1,13.0
Ella BORG,MLT,2022 Senior European Championships,qual,"Munich, Germany",BB,105.0,4.4,5.1,0.0,9.5
Ella BORG,MLT,2022 Senior European Championships,qual,"Munich, Germany",FX,88.0,4.4,7.066,0.2,11.266
Ella BORG,MLT,2022 Senior European Championships,qual,"Munich, Germany",UB,106.0,3.4,6.0,0.0,9.4
Ella BORG,MLT,2022 Senior European Championships,qual,"Munich, Germany",VT,89.0,3.4,8.5,0.0,11.9
Ella BORG,MLT,2022 Senior European Championships,qual,"Munich, Germany",VT,26.0,3.6,8.133,0.1,11.633
Ella BORG,MLT,2023 Senior European Championships,qual,"Antalya, Turkey",BB,101.0,4.4,5.033,0.0,9.433
Ella BORG,MLT,2023 Senior European Championships,qual,"Antalya, Turkey",FX,94.0,4.3,6.966,0.1,11.166
Ella BORG,MLT,2023 Senior European Championships,qual,"Antalya, Turkey",UB,113.0,3.3,5.4,0.0,8.7
Ella BORG,MLT,2023 Senior European Championships,qual,"Antalya, Turkey",VT,100.0,3.4,8.5,0.0,11.9
Isabella BOTTGER,GBR,2023 British Gymnastics Championships,qual,"Liverpool, England",UB,26.0,4.0,6.95,0.0,10.95
Marine BOYER,FRA,2022 Senior European Championships,qual,"Munich, Germany",BB,12.0,5.5,7.5,0.0,13.0
Marine BOYER,FRA,2022 Senior European Championships,TeamFinal,"Munich, Germany",BB,9.0,5.6,7.266,0.0,12.866
Marine BOYER,FRA,2022 Senior European Championships,qual,"Munich, Germany",FX,38.0,4.8,7.866,0.3,12.366
Marine BOYER,FRA,2022 Senior European Championships,TeamFinal,"Munich, Germany",FX,15.0,4.8,7.9,0.0,12.7
Marine BOYER,FRA,2022 Senior European Championships,qual,"Munich, Germany",VT,22.0,4.2,9.0,0.0,13.2
Marine BOYER,FRA,2023 Senior European Championships,qual,"Antalya, Turkey",BB,17.0,5.5,6.866,0.0,12.366
Marine BOYER,FRA,2023 Senior European Championships,qual,"Antalya, Turkey",FX,17.0,4.9,7.833,0.0,12.733
Marine BOYER,FRA,2023 Senior European Championships,qual,"Antalya, Turkey",UB,43.0,4.8,7.7,0.0,12.5
Marine BOYER,FRA,2023 Senior European Championships,qual,"Antalya, Turkey",VT,18.0,4.2,9.133,0.0,13.333
Marine BOYER,FRA,FIG Apparatus World Cup 2023,final,"Baku, Azerbaijan",BB,2.0,5.8,8.066,0.0,13.866
Marine BOYER,FRA,FIG Apparatus World Cup 2023,qual,"Baku, Azerbaijan",BB,2.0,5.6,8.033,0.0,13.633
Marine BOYER,FRA,FIG Apparatus World Cup 2023,final,"Baku, Azerbaijan",FX,1.0,4.9,7.933,0.0,12.833
Marine BOYER,FRA,FIG Apparatus World Cup 2023,qual,"Baku, Azerbaijan",FX,1.0,4.9,8.066,0.0,12.966
Jacinta BRACKLEY,GBR,2022 British Gymnastics Championships,qual,"Liverpool, England",BB,58.0,4.7,4.45,0.0,9.15
Jacinta BRACKLEY,GBR,2022 British Gymnastics Championships,qual,"Liverpool, England",FX,56.0,3.6,6.65,0.0,10.25
Jacinta BRACKLEY,GBR,2022 British Gymnastics Championships,qual,"Liverpool, England",UB,56.0,3.3,5.8,0.0,9.1
Maellyse BRASSART,BEL,2022 Senior European Championships,qual,"Munich, Germany",FX,69.0,4.7,7.0,0.0,11.7
Maellyse BRASSART,BEL,2022 Senior European Championships,TeamFinal,"Munich, Germany",FX,17.0,4.9,7.766,0.1,12.566
Maellyse BRASSART,BEL,2022 Senior European Championships,qual,"Munich, Germany",UB,17.0,5.0,8.133,0.0,13.133
Maellyse BRASSART,BEL,2022 Senior European Championships,TeamFinal,"Munich, Germany",UB,16.0,5.0,8.133,0.0,13.133
Maellyse BRASSART,BEL,2022 Senior European Championships,qual,"Munich, Germany",VT,32.0,4.2,8.766,0.0,12.966
Maellyse BRASSART,BEL,2022 Senior European Championships,TeamFinal,"Munich, Germany",VT,22.0,4.2,8.833,0.1,12.933
Maellyse BRASSART,BEL,2023 Senior European Championships,AAfinal,"Antalya, Turkey",BB,3.0,5.6,7.8,0.0,13.4
Maellyse BRASSART,BEL,2023 Senior European Championships,qual,"Antalya, Turkey",BB,58.0,5.2,5.933,0.0,11.133
Maellyse BRASSART,BEL,2023 Senior European Championships,AAfinal,"Antalya, Turkey",FX,12.0,4.9,7.566,0.0,12.466
Maellyse BRASSART,BEL,2023 Senior European Championships,qual,"Antalya, Turkey",FX,47.0,4.9,7.2,0.0,12.1
Maellyse BRASSART,BEL,2023 Senior European Championships,AAfinal,"Antalya, Turkey",UB,6.0,5.6,8.066,0.0,13.666
Maellyse BRASSART,BEL,2023 Senior European Championships,qual,"Antalya, Turkey",UB,38.0,5.4,7.233,0.0,12.633
Maellyse BRASSART,BEL,2023 Senior European Championships,AAfinal,"Antalya, Turkey",VT,9.0,4.2,9.133,0.0,13.333
Maellyse BRASSART,BEL,2023 Senior European Championships,qual,"Antalya, Turkey",VT,18.0,4.2,9.133,0.0,13.333
Maellyse BRASSART,BEL,EnBW DTB Pokal Team Challenge 2023,final,"Stuttgart, Germany",BB,2.0,5.3,7.833,0.0,13.133
Maellyse BRASSART,BEL,EnBW DTB Pokal Team Challenge 2023,qual,"Stuttgart, Germany",BB,3.0,5.4,7.9,0.0,13.3
Maellyse BRASSART,BEL,EnBW DTB Pokal Team Challenge 2023,qual,"Stuttgart, Germany",FX,9.0,4.9,7.85,0.0,12.75
Maellyse BRASSART,BEL,EnBW DTB Pokal Team Challenge 2023,qual,"Stuttgart, Germany",UB,9.0,5.6,7.95,0.0,13.55
Maellyse BRASSART,BEL,EnBW DTB Pokal Team Challenge 2023,qual,"Stuttgart, Germany",VT,8.0,4.2,9.1,0.0,13.3
Emily BREMNER,GBR,2022 British Gymnastics Championships,qual,"Liverpool, England",BB,18.0,4.7,6.85,0.1,11.45
Emily BREMNER,GBR,2022 British Gymnastics Championships,qual,"Liverpool, England",FX,43.0,4.6,6.6,0.0,11.2
Emily BREMNER,GBR,2022 British Gymnastics Championships,qual,"Liverpool, England",UB,25.0,4.1,7.15,0.0,11.25
Emily BREMNER,GBR,2022 British Gymnastics Championships,qual,"Liverpool, England",VT,20.0,4.2,8.65,0.0,12.85
Anna BRIDGE,GBR,2022 British Gymnastics Championships,qual,"Liverpool, England",BB,66.0,4.0,2.75,0.0,6.75
Anna BRIDGE,GBR,2022 British Gymnastics Championships,qual,"Liverpool, England",FX,58.0,3.3,6.85,0.0,10.15
Anna BRIDGE,GBR,2022 British Gymnastics Championships,qual,"Liverpool, England",UB,48.0,3.6,6.2,0.0,9.8
Anna BRIDGE,GBR,2022 British Gymnastics Championships,qual,"Liverpool, England",VT,49.0,3.2,8.65,0.0,11.85
Megan BRIDGE,GBR,2022 British Gymnastics Championships,qual,"Liverpool, England",BB,45.0,4.0,6.05,0.0,10.05
Megan BRIDGE,GBR,2022 British Gymnastics Championships,qual,"Liverpool, England",FX,63.0,1.1,8.45,6.5,3.05
Megan BRIDGE,GBR,2022 British Gymnastics Championships,qual,"Liverpool, England",UB,62.0,3.6,4.15,0.0,7.75
Megan BRIDGE,GBR,2022 British Gymnastics Championships,qual,"Liverpool, England",VT,12.0,4.6,8.4,0.1,13.1
Megan BRIDGE,GBR,2022 British Gymnastics Championships,qual,"Liverpool, England",VT,12.0,3.8,8.5,0.0,12.3
Valentina BROSTELLA,PAN,2023 Central American and Caribbean Games,qual,"San Salvador, El Salvador",FX,21.0,4.2,7.35,0.1,11.45
Valentina BROSTELLA,PAN,2023 Central American and Caribbean Games,qual,"San Salvador, El Salvador",UB,27.0,2.9,6.9,0.0,9.8
Georgia Rose BROWN,AUS,FIG Apparatus World Cup 2023,final,"Baku, Azerbaijan",UB,4.0,5.7,7.933,0.0,13.633
Georgia Rose BROWN,AUS,FIG Apparatus World Cup 2023,qual,"Baku, Azerbaijan",UB,5.0,5.7,7.8,0.0,13.5
Georgia Rose BROWN,AUS,FIG Apparatus World Cup 2023,final,"Doha, Qatar",UB,5.0,5.7,6.766,0.0,12.466
Georgia Rose BROWN,AUS,FIG Apparatus World Cup 2023,qual,"Doha, Qatar",UB,6.0,5.5,7.033,0.0,12.533
Romi BROWN,AUS,EnBW DTB Pokal Team Challenge 2023,qual,"Stuttgart, Germany",BB,13.0,4.8,7.8,0.0,12.6
Romi BROWN,AUS,EnBW DTB Pokal Team Challenge 2023,qual,"Stuttgart, Germany",UB,20.0,5.0,7.4,0.0,12.4
Kim BUI,GER,2022 Senior European Championships,qual,"Munich, Germany",BB,17.0,4.9,7.933,0.0,12.833
Kim BUI,GER,2022 Senior European Championships,qual,"Munich, Germany",FX,16.0,5.3,7.566,0.0,12.866
Kim BUI,GER,2022 Senior European Championships,TeamFinal,"Munich, Germany",FX,10.0,5.3,7.733,0.0,13.033
Kim BUI,GER,2022 Senior European Championships,final,"Munich, Germany",UB,5.0,5.9,8.166,0.0,14.066
Kim BUI,GER,2022 Senior European Championships,qual,"Munich, Germany",UB,4.0,5.9,8.3,0.0,14.2
Kim BUI,GER,2022 Senior European Championships,TeamFinal,"Munich, Germany",UB,11.0,5.6,7.833,0.0,13.433
Kim BUI,GER,2022 Senior European Championships,qual,"Munich, Germany",VT,28.0,4.2,8.9,0.0,13.1
Kim BUI,GER,2022 Senior European Championships,TeamFinal,"Munich, Germany",VT,17.0,4.2,9.066,0.0,13.266
Csenge Bacskay,HUN,2023 Osijek Challenge Cup,qual,"Osijek, Croatia.",UB,6.0,5.3,7.6,0.0,12.9
Csenge Bacskay,HUN,2023 Osijek Challenge Cup,final,"Osijek, Croatia.",UB,6.0,5.1,7.366,0.0,12.466
Csenge Bacskay,HUN,2023 Osijek Challenge Cup,qual,"Osijek, Croatia.",VT,8.0,4.2,8.8,0.0,13.0
Csenge Bacskay,HUN,2023 Osijek Challenge Cup,final,"Osijek, Croatia.",VT,2.0,4.6,8.566,0.3,12.866
Csenge Bacskay,HUN,2023 Osijek Challenge Cup,final,"Osijek, Croatia.",VT,2.0,4.4,8.933,0.0,13.333
Csenge Bacskay,HUN,2023 Osijek Challenge Cup,qual,"Osijek, Croatia.",VT,8.0,3.4,8.6,0.0,12.0
Csenge Bacskay,HUN,2023 Tel Aviv Challenge Cup,qual,"Tel Aviv, Israel",UB,8.0,4.9,6.767,0.0,11.667
Csenge Bacskay,HUN,2023 Tel Aviv Challenge Cup,final,"Tel Aviv, Israel",UB,7.0,4.0,5.267,0.0,9.267
Csenge Bacskay,HUN,2023 Tel Aviv Challenge Cup,qual,"Tel Aviv, Israel",VT,4.0,4.2,8.767,0.0,12.967
Csenge Bacskay,HUN,2023 Tel Aviv Challenge Cup,final,"Tel Aviv, Israel",VT,2.0,4.6,8.667,0.0,13.267
Csenge Bacskay,HUN,2023 Tel Aviv Challenge Cup,qual,"Tel Aviv, Israel",VT,4.0,3.8,8.733,0.0,12.533
Csenge Bacskay,HUN,2023 Tel Aviv Challenge Cup,final,"Tel Aviv, Israel",VT,2.0,4.4,8.633,0.0,13.033
Hanna Balzsay,HUN,2023 Osijek Challenge Cup,qual,"Osijek, Croatia.",FX,11.0,4.2,7.933,0.0,12.133
Miriam Bernhard,AUT,2023 Osijek Challenge Cup,qual,"Osijek, Croatia.",BB,15.0,4.6,7.066,0.0,11.666
Miriam Bernhard,AUT,2023 Osijek Challenge Cup,qual,"Osijek, Croatia.",FX,23.0,4.2,6.333,0.0,10.533
Ceren Biner,TUR,2023 Osijek Challenge Cup,qual,"Osijek, Croatia.",BB,25.0,5.6,4.866,0.0,10.466
Ceren Biner,TUR,2023 Osijek Challenge Cup,qual,"Osijek, Croatia.",FX,8.0,4.8,7.5,0.0,12.3
Ceren Biner,TUR,2023 Osijek Challenge Cup,final,"Osijek, Croatia.",FX,6.0,4.6,7.666,0.0,12.266
Ceren Biner,TUR,2023 Osijek Challenge Cup,final,"Osijek, Croatia.",UB,5.0,4.8,7.733,0.0,12.533
Ceren Biner,TUR,2023 Osijek Challenge Cup,qual,"Osijek, Croatia.",UB,8.0,4.8,7.7,0.0,12.5
Ceren Biner,TUR,2023 Osijek Challenge Cup,qual,"Osijek, Croatia.",VT,14.0,4.2,8.0,0.0,12.2
Ceren Biner,TUR,2023 Osijek Challenge Cup,qual,"Osijek, Croatia.",VT,14.0,3.8,8.566,0.0,12.366
Marine Boyer,FRA,2023 Tel Aviv Challenge Cup,qual,"Tel Aviv, Israel",BB,1.0,5.4,8.433,0.0,13.833
Marine Boyer,FRA,2023 Tel Aviv Challenge Cup,final,"Tel Aviv, Israel",BB,1.0,5.4,8.167,0.0,13.567
Marine Boyer,FRA,2023 Tel Aviv Challenge Cup,final,"Tel Aviv, Israel",FX,4.0,4.9,8.133,0.0,13.033
Marine Boyer,FRA,2023 Tel Aviv Challenge Cup,qual,"Tel Aviv, Israel",FX,6.0,4.9,7.8,0.1,12.6
Annabelle Burrows,AUS,2023 Osijek Challenge Cup,qual,"Osijek, Croatia.",BB,17.0,4.6,6.833,0.0,11.433
Annabelle Burrows,AUS,2023 Osijek Challenge Cup,qual,"Osijek, Croatia.",FX,4.0,4.8,7.9,0.0,12.7
Annabelle Burrows,AUS,2023 Osijek Challenge Cup,final,"Osijek, Croatia.",FX,5.0,4.6,7.733,0.0,12.333
Annabelle Burrows,AUS,2023 Osijek Challenge Cup,qual,"Osijek, Croatia.",UB,13.0,4.2,7.766,0.0,11.966
Annabelle Burrows,AUS,2023 Osijek Challenge Cup,qual,"Osijek, Croatia.",VT,7.0,4.6,8.666,0.0,13.266
Annabelle Burrows,AUS,2023 Osijek Challenge Cup,final,"Osijek, Croatia.",VT,6.0,4.6,9.033,0.0,13.633
Annabelle Burrows,AUS,2023 Osijek Challenge Cup,qual,"Osijek, Croatia.",VT,7.0,3.4,8.7,0.0,12.1
Annabelle Burrows,AUS,2023 Osijek Challenge Cup,final,"Osijek, Croatia.",VT,6.0,3.4,8.8,0.0,12.2
Irene CALLE GIL,ESP,2023 FISU World University Games,qual,"Chengdu, China",BB,32.0,4.1,6.433,0.1,10.433
Irene CALLE GIL,ESP,2023 FISU World University Games,qual,"Chengdu, China",FX,17.0,4.4,7.633,0.0,12.033
Irene CALLE GIL,ESP,2023 FISU World University Games,qual,"Chengdu, China",UB,23.0,4.1,7.466,0.0,11.566
Irene CALLE GIL,ESP,2023 FISU World University Games,qual,"Chengdu, China",VT,21.0,4.2,8.6,0.1,12.7
Irene CALLE GIL,ESP,2023 FISU World University Games,qual,"Chengdu, China",VT,15.0,3.6,8.066,0.3,11.366
Paulina CAMPOS,MEX,2023 Central American and Caribbean Games,final,"San Salvador, El Salvador",BB,1.0,5.0,7.75,0.1,12.65
Paulina CAMPOS,MEX,2023 Central American and Caribbean Games,qual,"San Salvador, El Salvador",BB,1.0,5.0,7.4,0.1,12.3
Paulina CAMPOS,MEX,2023 Central American and Caribbean Games,final,"San Salvador, El Salvador",UB,1.0,5.5,7.9,0.0,13.4
Paulina CAMPOS,MEX,2023 Central American and Caribbean Games,qual,"San Salvador, El Salvador",UB,2.0,5.5,7.75,0.0,13.25
Sabrina CARDERO,CUB,2023 Central American and Caribbean Games,qual,"San Salvador, El Salvador",BB,35.0,4.1,3.3,0.0,7.4
Sabrina CARDERO,CUB,2023 Central American and Caribbean Games,qual,"San Salvador, El Salvador",FX,34.0,4.2,5.75,0.1,9.85
Sabrina CARDERO,CUB,2023 Central American and Caribbean Games,qual,"San Salvador, El Salvador",UB,32.0,3.5,5.15,0.0,8.65
Sabrina CARDERO,CUB,2023 Central American and Caribbean Games,qual,"San Salvador, El Salvador",VT,23.0,4.2,8.1,0.0,12.3
Laura CASABUENA,ESP,2022 Senior European Championships,qual,"Munich, Germany",BB,56.0,5.2,6.533,0.0,11.733
Laura CASABUENA,ESP,2022 Senior European Championships,TeamFinal,"Munich, Germany",BB,20.0,5.1,6.833,0.0,11.933
Laura CASABUENA,ESP,2022 Senior European Championships,qual,"Munich, Germany",FX,21.0,4.9,7.833,0.0,12.733
Laura CASABUENA,ESP,2022 Senior European Championships,TeamFinal,"Munich, Germany",FX,16.0,5.1,7.566,0.0,12.666
Laura CASABUENA,ESP,2022 Senior European Championships,qual,"Munich, Germany",UB,23.0,5.2,7.8,0.0,13.0
Laura CASABUENA,ESP,2022 Senior European Championships,TeamFinal,"Munich, Germany",UB,20.0,5.2,7.7,0.0,12.9
Laura CASABUENA,ESP,2022 Senior European Championships,qual,"Munich, Germany",VT,93.0,4.2,7.6,0.0,11.8
Laura CASABUENA,ESP,2022 Senior European Championships,TeamFinal,"Munich, Germany",VT,20.0,4.2,8.8,0.0,13.0
Laura CASABUENA,ESP,2023 Senior European Championships,AAfinal,"Antalya, Turkey",BB,15.0,5.5,6.8,0.0,12.3
Laura CASABUENA,ESP,2023 Senior European Championships,qual,"Antalya, Turkey",BB,36.0,5.5,6.3,0.0,11.8
Laura CASABUENA,ESP,2023 Senior European Championships,AAfinal,"Antalya, Turkey",FX,8.0,5.2,7.5,0.0,12.7
Laura CASABUENA,ESP,2023 Senior European Championships,final,"Antalya, Turkey",FX,6.0,5.2,7.833,0.0,13.033
Laura CASABUENA,ESP,2023 Senior European Championships,qual,"Antalya, Turkey",FX,9.0,5.2,7.9,0.0,13.1
Laura CASABUENA,ESP,2023 Senior European Championships,AAfinal,"Antalya, Turkey",UB,14.0,5.0,7.9,0.0,12.9
Laura CASABUENA,ESP,2023 Senior European Championships,qual,"Antalya, Turkey",UB,21.0,5.0,8.133,0.0,13.133
Laura CASABUENA,ESP,2023 Senior European Championships,AAfinal,"Antalya, Turkey",VT,12.0,4.2,9.033,0.0,13.233
Laura CASABUENA,ESP,2023 Senior European Championships,qual,"Antalya, Turkey",VT,27.0,4.2,8.966,0.0,13.166
Laura CASABUENA,ESP,FIG Apparatus World Cup 2023,qual,"Cottbus, Germany",BB,14.0,5.1,7.533,0.1,12.533
Laura CASABUENA,ESP,FIG Apparatus World Cup 2023,final,"Cottbus, Germany",FX,8.0,4.8,7.366,0.0,12.166
Laura CASABUENA,ESP,FIG Apparatus World Cup 2023,qual,"Cottbus, Germany",FX,7.0,5.0,8.0,0.0,13.0
Laura CASABUENA,ESP,FIG Apparatus World Cup 2023,qual,"Cottbus, Germany",UB,16.0,5.0,6.633,0.0,11.633
Laura CASABUENA,ESP,FIG Apparatus World Cup 2023,final,"Cottbus, Germany",VT,6.0,4.2,9.0,0.0,13.2
Laura CASABUENA,ESP,FIG Apparatus World Cup 2023,qual,"Cottbus, Germany",VT,4.0,4.2,8.933,0.0,13.133
Laura CASABUENA,ESP,FIG Apparatus World Cup 2023,final,"Cottbus, Germany",VT,6.0,3.4,8.7,0.0,12.1
Laura CASABUENA,ESP,FIG Apparatus World Cup 2023,qual,"Cottbus, Germany",VT,4.0,3.8,8.666,0.0,12.466
Charlotte CASSIDY,GBR,2022 British Gymnastics Championships,qual,"Liverpool, England",BB,42.0,4.5,6.3,0.6,10.2
Charlotte CASSIDY,GBR,2022 British Gymnastics Championships,qual,"Liverpool, England",FX,55.0,4.4,6.2,0.3,10.3
Charlotte CASSIDY,GBR,2022 British Gymnastics Championships,qual,"Liverpool, England",UB,46.0,4.4,5.6,0.0,10.0
Charlotte CASSIDY,GBR,2022 British Gymnastics Championships,qual,"Liverpool, England",VT,45.0,3.2,8.75,0.0,11.95
Caterina CEREGHETTI,SUI,2023 Senior European Championships,qual,"Antalya, Turkey",BB,44.0,5.1,6.366,0.0,11.466
Caterina CEREGHETTI,SUI,2023 Senior European Championships,qual,"Antalya, Turkey",FX,38.0,4.8,7.4,0.0,12.2
Caterina CEREGHETTI,SUI,2023 Senior European Championships,qual,"Antalya, Turkey",UB,67.0,5.1,6.533,0.0,11.633
Caterina CEREGHETTI,SUI,2023 Senior European Championships,qual,"Antalya, Turkey",VT,55.0,4.2,8.766,0.1,12.866
Olivia CHAM,GBR,2022 British Gymnastics Championships,qual,"Liverpool, England",BB,11.0,4.6,7.2,0.0,11.8
Olivia CHAM,GBR,2022 British Gymnastics Championships,qual,"Liverpool, England",FX,21.0,4.4,7.5,0.0,11.9
Olivia CHAM,GBR,2022 British Gymnastics Championships,qual,"Liverpool, England",UB,60.0,3.9,4.85,0.0,8.75
Olivia CHAM,GBR,2022 British Gymnastics Championships,qual,"Liverpool, England",VT,35.0,3.6,8.9,0.0,12.5
Cheuk Lam CHAN,HKG,2023 Varna World Challenge Cup Results,qual,"Varna, Bulgaria",BB,9.0,4.6,7.633,0.0,12.233
Cheuk Lam CHAN,HKG,2023 Varna World Challenge Cup Results,qual,"Varna, Bulgaria",FX,19.0,3.4,7.3,0.0,10.7
Cheuk Lam CHAN,HKG,2023 Varna World Challenge Cup Results,qual,"Varna, Bulgaria",VT,12.0,3.6,8.566,0.0,12.166
Cheuk Lam CHAN,HKG,2023 Varna World Challenge Cup Results,qual,"Varna, Bulgaria",VT,12.0,3.4,8.6,0.0,12.0
Cheuk Lam CHAN,HKG,FIG Apparatus World Cup 2023,qual,"Baku, Azerbaijan",BB,20.0,4.6,7.033,0.0,11.633
Cheuk Lam CHAN,HKG,FIG Apparatus World Cup 2023,qual,"Cottbus, Germany",BB,39.0,4.0,6.4,0.0,10.4
Cheuk Lam CHAN,HKG,FIG Apparatus World Cup 2023,qual,"Doha, Qatar",BB,12.0,4.6,7.766,0.0,12.366
Cheuk Lam CHAN,HKG,FIG Apparatus World Cup 2023,qual,"Baku, Azerbaijan",FX,30.0,4.0,7.3,0.0,11.3
Cheuk Lam CHAN,HKG,FIG Apparatus World Cup 2023,qual,"Cottbus, Germany",FX,25.0,3.4,7.633,0.0,11.033
Cheuk Lam CHAN,HKG,FIG Apparatus World Cup 2023,qual,"Doha, Qatar",FX,17.0,3.4,7.533,0.0,10.933
Georgia CHARALAMPOUS,CYP,2023 Senior European Championships,qual,"Antalya, Turkey",BB,121.0,4.4,3.2,0.0,7.6
Georgia CHARALAMPOUS,CYP,2023 Senior European Championships,qual,"Antalya, Turkey",FX,117.0,3.5,6.366,0.0,9.866
Georgia CHARALAMPOUS,CYP,2023 Senior European Championships,qual,"Antalya, Turkey",UB,86.0,3.6,7.366,0.0,10.966
Georgia CHARALAMPOUS,CYP,2023 Senior European Championships,qual,"Antalya, Turkey",VT,115.0,3.8,7.6,0.0,11.4
Lorette CHARPY,FRA,2022 Senior European Championships,final,"Munich, Germany",UB,3.0,6.2,7.966,0.0,14.166
Lorette CHARPY,FRA,2022 Senior European Championships,qual,"Munich, Germany",UB,9.0,6.0,7.833,0.0,13.833
Lorette CHARPY,FRA,2022 Senior European Championships,TeamFinal,"Munich, Germany",UB,14.0,5.6,7.666,0.0,13.266
Carmina CHAVEZ,ESA,2023 Central American and Caribbean Games,qual,"San Salvador, El Salvador",BB,33.0,4.2,4.65,0.0,8.85
Carmina CHAVEZ,ESA,2023 Central American and Caribbean Games,qual,"San Salvador, El Salvador",FX,17.0,3.9,7.75,0.0,11.65
Carmina CHAVEZ,ESA,2023 Central American and Caribbean Games,qual,"San Salvador, El Salvador",UB,25.0,1.3,8.65,0.0,9.95
Carmina CHAVEZ,ESA,2023 Central American and Caribbean Games,qual,"San Salvador, El Salvador",VT,27.0,3.4,8.5,0.0,11.9
Dasol CHOI,KOR,2023 FISU World University Games,qual,"Chengdu, China",BB,19.0,4.2,7.466,0.0,11.666
Dasol CHOI,KOR,2023 FISU World University Games,qual,"Chengdu, China",FX,40.0,4.3,6.566,0.1,10.766
Dasol CHOI,KOR,2023 FISU World University Games,qual,"Chengdu, China",UB,44.0,4.2,4.566,0.0,8.766
Dasol CHOI,KOR,2023 FISU World University Games,qual,"Chengdu, China",VT,32.0,3.4,8.6,0.0,12.0
Oksana CHUSOVITINA,UZB,FIG Apparatus World Cup 2023,qual,"Baku, Azerbaijan",BB,25.0,4.3,7.033,0.0,11.333
Oksana CHUSOVITINA,UZB,FIG Apparatus World Cup 2023,qual,"Cairo, Egypt",FX,22.0,4.0,7.3,0.0,11.3
Oksana CHUSOVITINA,UZB,FIG Apparatus World Cup 2023,qual,"Cairo, Egypt",UB,22.0,3.9,7.433,0.0,11.333
Oksana CHUSOVITINA,UZB,FIG Apparatus World Cup 2023,qual,"Doha, Qatar",UB,20.0,3.5,6.666,0.3,9.866
Oksana CHUSOVITINA,UZB,FIG Apparatus World Cup 2023,final,"Cairo, Egypt",VT,8.0,3.6,8.3,0.0,11.9
Oksana CHUSOVITINA,UZB,FIG Apparatus World Cup 2023,qual,"Cairo, Egypt",VT,5.0,4.0,8.833,0.0,12.833
Oksana CHUSOVITINA,UZB,FIG Apparatus World Cup 2023,final,"Cottbus, Germany",VT,3.0,4.4,8.566,0.1,12.866
Oksana CHUSOVITINA,UZB,FIG Apparatus World Cup 2023,qual,"Cottbus, Germany",VT,3.0,4.0,8.7,0.0,12.7
Oksana CHUSOVITINA,UZB,FIG Apparatus World Cup 2023,final,"Cairo, Egypt",VT,8.0,3.4,8.7,0.0,12.1
Oksana CHUSOVITINA,UZB,FIG Apparatus World Cup 2023,qual,"Cairo, Egypt",VT,5.0,4.4,8.9,0.0,13.3
