Rank,Name,nation,D Score,E Score,Pen.,Total,year,round
23.0,Bilge Tarhan,TUR,4.4,6.166,0.0,10.566,2023,qual
14.0,Nazanin Teymurova,AZE,4.4,6.7,0.0,11.1,2023,qual
13.0,Ylea Tollet,BEL,4.9,6.267,0.0,11.167,2023,qual
31.0,Brynn Torry,USA,4.6,4.6,0.0,9.2,2023,AAfinal
4.0,Lucie Trnkova,CZE,4.8,7.133,0.0,11.933,2022,final
5.0,Lucie Trnkova,CZE,4.8,7.2,0.0,12.0,2022,qual
7.0,Lucie Trnkova,CZE,4.8,7.1,0.0,11.9,2022,qual
2.0,Lucie Trnkova,CZE,5.1,7.666,0.0,12.766,2022,final
8.0,Maria Tronrud,NOR,5.2,6.633,0.0,11.833,2022,qual
5.0,Maria Tronrud,NOR,4.6,7.5,0.0,12.1,2022,final
16.0,Juliane Tøssebro,NOR,4.3,7.8,0.0,12.1,2022,qual
49.0,Goksu UCTAS SANLI,TUR,4.6,7.266,0.0,11.866,2022,qual
89.0,Brygida URBANSKA,POL,4.6,5.966,0.0,10.566,2022,qual
71.0,Brygida URBANSKA,POL,4.4,6.433,0.0,10.833,2023,qual
63.0,Elena USAKOVA,SVK,4.3,7.2,0.0,11.5,2022,qual
1.0,Vladislava Urazova,RUS,5.0,8.2,0.0,13.2,2022,final
1.0,Vladislava Urazova,RUS,5.4,7.833,0.0,13.233,2022,qual
22.0,Lisa VAELEN,BEL,4.6,6.733,0.0,11.333,2022,AAfinal
26.0,Lisa VAELEN,BEL,5.2,7.5,0.0,12.7,2022,qual
14.0,Lisa VAELEN,BEL,4.9,8.033,0.0,12.933,2022,qual
21.0,Lisa VAELEN,BEL,4.9,6.933,0.0,11.833,2022,TeamFinal
7.0,Lisa VAELEN,BEL,5.1,7.833,0.0,12.933,2023,AAfinal
44.0,Lisa VAELEN,BEL,5.1,6.366,0.0,11.466,2023,qual
82.0,Olivia VAETTOE,FIN,4.7,5.533,0.0,10.233,2023,qual
7.0,Yiseth VALENZUELA,COL,4.6,7.05,0.0,11.65,2023,AAfinal
25.0,Yiseth VALENZUELA,COL,4.6,5.8,0.0,10.4,2023,qual
86.0,Shade VAN OORSCHOT,NED,4.9,6.066,0.0,10.966,2022,qual
25.0,Vera VAN POL,NED,4.9,7.6,0.0,12.5,2022,qual
18.0,Vera VAN POL,NED,4.9,7.2,0.0,12.1,2022,TeamFinal
60.0,Vera VAN POL,NED,4.7,6.466,0.1,11.066,2023,qual
12.0,Vera VAN POL,NED,5.0,7.65,0.0,12.65,2023,qual
34.0,Sanna VEERMAN,NED,4.9,6.066,0.0,10.966,2023,qual
16.0,Sanna VEERMAN,NED,4.7,7.8,0.0,12.5,2023,qual
115.0,Tara VELLA CLARK,MLT,4.4,6.133,0.0,10.533,2022,qual
41.0,Tara VELLA CLARK,MLT,4.6,7.433,0.0,12.033,2022,qual
99.0,Tara VELLA CLARK,MLT,4.2,5.433,0.1,9.533,2023,qual
85.0,Jutta VERKEST,BEL,5.2,6.133,0.0,11.333,2022,qual
11.0,Jutta VERKEST,BEL,5.2,7.9,0.1,13.0,2022,qual
8.0,Jutta VERKEST,BEL,5.2,7.733,0.0,12.933,2022,TeamFinal
92.0,Jutta VERKEST,BEL,4.1,5.766,0.0,9.866,2023,qual
14.0,Jutta VERKEST,BEL,4.7,7.85,0.0,12.55,2023,qual
41.0,Giorgia VILLA,ITA,5.3,7.0,0.0,12.3,2022,qual
7.0,Giorgia VILLA,ITA,4.9,7.266,0.0,12.166,2022,final
4.0,Giorgia VILLA,ITA,5.1,8.366,0.0,13.466,2022,qual
6.0,Giorgia VILLA,ITA,5.1,8.2,0.0,13.3,2022,TeamFinal
1.0,Giorgia VILLA,ITA,5.4,8.566,0.0,13.966,2023,final
1.0,Giorgia VILLA,ITA,5.4,8.466,0.0,13.866,2023,qual
1.0,Giorgia VILLA,ITA,5.3,8.3,0.0,13.6,2023,final
5.0,Giorgia VILLA,ITA,5.2,7.366,0.0,12.566,2023,qual
19.0,Giorgia VILLA,ITA,5.4,6.933,0.0,12.333,2023,qual
18.0,Naomi VISSER,NED,4.8,7.066,0.0,11.866,2022,AAfinal
24.0,Naomi VISSER,NED,5.0,7.733,0.0,12.733,2022,qual
36.0,Naomi VISSER,NED,5.1,7.233,0.1,12.233,2022,qual
12.0,Naomi VISSER,NED,4.8,7.9,0.0,12.7,2022,TeamFinal
17.0,Naomi VISSER,NED,5.2,6.9,0.0,12.1,2023,AAfinal
11.0,Naomi VISSER,NED,5.0,7.766,0.0,12.766,2023,qual
3.0,Naomi VISSER,NED,4.6,7.633,0.0,12.23,2023,final
1.0,Naomi VISSER,NED,4.9,8.166,0.0,13.066,2023,qual
24.0,Alice VLKOVA,CZE,4.8,4.633,0.0,9.433,2023,AAfinal
42.0,Alice VLKOVA,CZE,4.7,6.833,0.0,11.533,2023,qual
15.0,Tisha VOLLEMAN,NED,4.6,7.733,0.0,12.333,2022,AAfinal
30.0,Tisha VOLLEMAN,NED,4.8,7.733,0.0,12.533,2022,qual
70.0,Tisha VOLLEMAN,NED,4.9,6.4,0.0,11.3,2022,qual
23.0,Tisha VOLLEMAN,NED,4.6,7.166,0.1,11.666,2022,TeamFinal
15.0,Tisha VOLLEMAN,NED,4.6,7.9,0.1,12.4,2023,qual
22.0,Tisha VOLLEMAN,NED,4.5,7.8,0.0,12.3,2023,qual
14.0,Tisha Manouk Gijs VOLLEMAN,NED,4.6,7.633,0.0,12.233,2023,qual
18.0,Tisha Manouk Gijs VOLLEMAN,NED,4.1,6.366,0.0,10.466,2023,AAfinal
33.0,Sarah VOSS,GER,5.1,7.166,0.0,12.266,2022,qual
5.0,Sarah VOSS,GER,5.6,7.9,0.0,13.5,2022,TeamFinal
19.0,Sarah VOSS,GER,5.2,6.766,0.0,11.966,2023,AAfinal
40.0,Sarah VOSS,GER,4.8,6.866,0.0,11.666,2023,qual
41.0,Agata VOSTRUCHOVAITE,LTU,4.0,5.466,0.1,9.366,2023,qual
20.0,Gabriella Van Frayen,USA,4.1,7.2,0.0,11.3,2023,AAfinal
2.0,Sanna Veerman,NED,4.8,7.633,0.0,12.433,2022,qual
8.0,Sanna Veerman,NED,4.6,6.966,0.1,11.466,2022,final
18.0,Claudia Villalba,ESP,4.2,6.666,0.0,10.866,2022,qual
19.0,Karma Visagie,RSA,4.7,6.533,0.0,11.233,2023,qual
6.0,Naomi Visser,NED,4.9,7.933,0.0,12.833,2022,qual
6.0,Naomi Visser,NED,5.1,6.933,0.1,11.933,2022,final
2.0,Naomi Visser,,4.8,7.933,0.0,12.733,2023,qual
9.0,Tisha Volleman,NED,4.8,6.933,0.0,11.733,2022,qual
1.0,Sarah Voss,GER,5.6,8.133,0.0,13.733,2022,final
2.0,Sarah Voss,GER,5.6,7.833,0.0,13.433,2022,qual
29.0,Elisabeth WAGNER,GER,3.7,7.4,0.0,11.1,2023,qual
12.0,Elisabeth WAGNER,GER,3.7,7.633,0.0,11.333,2023,AAfinal
29.0,Lea WARTMANN,GE2,4.8,7.05,0.0,11.85,2023,qual
1.0,Hazuki WATANABE,JPN,5.5,8.1,0.0,13.6,2022,final
5.0,Hazuki WATANABE,JPN,5.4,8.2,0.0,13.6,2022,qual
23.0,Hazuki WATANABE,JPN,5.4,6.9,0.0,12.3,2023,qual
53.0,Hannah WAYMAN,GBR,4.1,5.7,0.1,9.7,2022,qual
9.0,Xiaoyuan WEI,CHN,5.5,7.066,0.0,12.566,2023,qual
75.0,Emelie WESTLUND,SWE,4.3,7.233,0.0,11.533,2022,qual
73.0,Emelie WESTLUND,SWE,4.4,6.966,0.1,11.266,2022,qual
10.0,Emelie WESTLUND,SWE,4.5,8.233,0.0,12.733,2023,qual
23.0,Emelie WESTLUND,SWE,4.4,5.833,0.0,10.233,2023,AAfinal
38.0,Emelie WESTLUND,SWE,4.4,7.333,0.0,11.733,2023,qual
28.0,Nathalie WESTLUND,SWE,4.7,7.9,0.0,12.6,2022,qual
24.0,Nathalie WESTLUND,SWE,4.7,7.8,0.0,12.5,2022,qual
29.0,Nathalie WESTLUND,SWE,4.6,6.566,0.1,11.066,2023,qual
30.0,Nathalie WESTLUND,SWE,4.7,7.266,0.0,11.966,2023,qual
1.0,Sanne WEVERS,NED,5.8,8.0,0.0,13.8,2023,final
3.0,Sanne WEVERS,NED,5.9,7.533,0.0,13.433,2023,qual
5.0,Emily WHITEHEAD,AUS,4.8,7.6,0.0,12.4,2022,AAfinal
15.0,Emily WHITEHEAD,AUS,4.7,7.25,0.0,11.95,2022,qual
112.0,Anina WILDI,SUI,4.9,5.8,0.0,10.7,2022,qual
112.0,Anina WILDI,SUI,4.6,4.6,0.1,9.1,2022,qual
35.0,Harriet WINGROVE,AUS,4.7,6.8,0.0,11.5,2023,qual
27.0,Natalie WOLFGANG,GER,3.8,7.4,0.0,11.2,2023,qual
125.0,Hiu Ying WONG,HKG,4.1,6.166,0.0,10.266,2022,qual
31.0,Hiu Ying Angel WONG,HKG,4.4,6.733,0.0,11.133,2023,qual
9.0,Hiu Ying Angel WONG,HKG,4.9,7.9,0.0,12.8,2023,qual
22.0,Hiu Ying Angel WONG,HKG,4.0,7.733,0.0,11.733,2023,qual
19.0,Hiu Ying Angel WONG,HKG,5.0,6.6,0.0,11.6,2023,qual
41.0,Poppy WOODHEAD,GBR,4.1,5.6,0.1,9.6,2023,qual
30.0,Jessica WRIGHT,GBR,4.7,6.15,0.0,10.85,2022,qual
4.0,Tilly WRIGHT,GBR,4.9,8.05,0.0,12.95,2023,final
7.0,Tilly WRIGHT,GBR,4.8,7.6,0.0,12.4,2023,qual
81.0,Anny WU,SUI,4.5,5.733,0.0,10.233,2023,qual
8.0,Sing WU,TPE,4.7,6.8,0.1,11.4,2023,final
8.0,Sing WU,TPE,4.8,7.866,0.0,12.666,2023,qual
20.0,Paityn Walker,USA,4.9,6.8,0.0,11.7,2022,AAfinal
19.0,Kelise Woolford,USA,4.9,6.65,0.0,11.55,2023,AAfinal
16.0,Chiharu YAMADA,JPN,5.3,6.933,0.0,12.233,2022,AAfinal
36.0,Chiharu YAMADA,JPN,5.3,7.166,0.0,12.466,2022,qual
9.0,Chiharu YAMADA,JPN,5.3,7.7,0.0,13.0,2023,qual
6.0,Nanami YAMAMOTO,JPN,5.4,7.7,0.0,13.1,2023,qual
10.0,Emma YAP,SGP,4.9,6.6,0.0,11.5,2022,AAfinal
25.0,Emma YAP,SGP,4.4,6.65,0.0,11.05,2022,qual
35.0,Darya YASSINSKAYA,KAZ,3.8,5.866,0.0,9.666,2023,qual
37.0,Seojeong YEO,KOR,5.4,7.066,0.0,12.466,2022,qual
142.0,Korkem YERBOSSYNKYZY,KAZ,4.3,4.9,0.0,9.2,2022,qual
67.0,Bengisu YILDIZ,TUR,4.8,6.866,0.0,11.666,2022,qual
91.0,Bengisu YILDIZ,TUR,4.8,5.666,0.0,10.466,2022,qual
117.0,Bengisu YILDIZ,TUR,4.6,4.066,0.0,8.666,2023,qual
4.0,Bengisu YILDIZ,TUR,4.8,7.133,0.0,11.93,2023,final
7.0,Bengisu YILDIZ,TUR,5.0,7.333,0.0,12.333,2023,qual
31.0,Boeun YUN,KOR,4.4,6.066,0.0,10.466,2023,qual
17.0,Boeun YUN,KOR,4.4,6.5,0.0,10.9,2023,AAfinal
22.0,Korkem Yerbossynkyzy,KAZ,4.8,6.333,0.0,11.133,2022,qual
5.0,Korkem Yerbossynkyzy,KAZ,5.0,6.866,0.0,11.866,2022,final
8.0,Korkem Yerbossynkyzy,KAZ,4.8,6.633,0.0,11.433,2022,qual
13.0,Tina ZELCIC,CRO,4.6,7.7,0.0,12.3,2023,qual
25.0,Tina ZELCIC,CRO,4.9,6.6,0.0,11.5,2023,qual
61.0,Tina ZELCIC,CRO,4.6,6.433,0.0,11.033,2023,qual
2.0,Tina ZELCIC,CRO,4.6,7.666,0.0,12.26,2023,final
6.0,Tina ZELCIC,CRO,4.6,7.9,0.0,12.5,2023,qual
22.0,Jin ZHANG,CHN,5.2,7.633,0.0,12.833,2022,qual
5.0,Jin ZHANG,CHN,5.3,8.033,0.0,13.333,2023,qual
28.0,Aiyu ZHU,GER,4.4,6.766,0.0,11.166,2023,qual
11.0,Aiyu ZHU,GER,4.8,6.833,0.0,11.633,2023,AAfinal
29.0,Kristina ZIVADINOVIC,SRB,4.4,4.633,0.1,8.933,2023,qual
38.0,Evandra ZLOBEC,CAN,4.5,6.7,0.0,11.2,2023,qual
48.0,Christina ZWICKER,CRO,4.8,6.6,0.0,11.4,2023,qual
16.0,Christina ZWICKER,CRO,4.8,7.0,0.0,11.8,2023,qual
21.0,Lexi Zeiss,USA,5.2,6.15,0.0,11.35,2022,AAfinal
4.0,Lexi Zeiss,USA,5.2,7.9,0.0,13.1,2023,AAfinal
1.0,Tina Zelcic,CRO,4.6,8.266,0.0,12.866,2023,qual
3.0,Tina Zelcic,CRO,4.6,8.066,0.0,12.666,2023,final
11.0,Alicia Zhou,USA,5.1,7.0,0.0,12.1,2023,AAfinal
4.0,Aiyu Zhu,GER,4.9,7.633,0.0,12.533,2022,final
5.0,Aiyu Zhu,GER,4.9,7.3,0.0,12.2,2022,qual
29.0,Kristina Zivadinovic,,4.2,5.366,0.0,9.566,2023,qual
5.0,Christina Zwicker,CRO,4.7,7.966,0.0,12.666,2023,final
3.0,Christina Zwicker,CRO,4.6,8.1,0.0,12.7,2023,qual
11.0,Christina Zwicker,CRO,4.5,7.333,0.0,11.833,2023,qual
110.0,Kate None,AUS,5.1,5.633,0.0,10.733,2022,qual
1.0,Kate None,AUS,5.1,8.366,0.0,13.466,2022,final
5.0,Kate None,AUS,5.0,7.95,0.0,12.95,2022,qual
1.0,Mélanie De Jesus Dos Santos,FRA,6.0,7.9,0.0,13.9,2021,final
2.0,Sanne Wevers,NED,5.6,8.266,0.0,13.866,2021,final
3.0,Anastasiia Bachynska,UKR,5.6,7.733,0.0,13.333,2021,final
4.0,Amelie Morgan,GBR,5.3,7.866,0.0,13.166,2021,final
5.0,Martina Maggio,ITA,4.9,8.1,0.0,13.0,2021,final
6.0,Marine Boyer,FRA,5.3,7.566,0.0,12.866,2021,final
7.0,Lieke Wevers,NED,5.1,7.2,0.0,12.3,2021,final
8.0,Elina Vihrova,LAT,4.6,6.6,0.0,11.2,2021,final
1.0,Larisa Iordache,ROU,6.1,7.366,,13.466,2021,qual
2.0,Sanne Wevers,NED,5.3,8.133,,13.433,2021,qual
3.0,Amelie Morgan,GBR,5.4,8.033,,13.433,2021,qual
4.0,Lieke Wevers,NED,5.2,8.2,,13.4,2021,qual
5.0,Martina Maggio,ITA,5.2,8.166,,13.366,2021,qual
6.0,Mélanie De Jesus Dos Santos,FRA,5.4,7.966,,13.366,2021,qual
7.0,Elina Vihrova,LAT,5.2,8.033,,13.233,2021,qual
8.0,Marine Boyer,FRA,5.5,7.733,,13.233,2021,qual
9.0,Marta Pihan-Kulesza,POL,5.4,7.733,,13.133,2021,qual
10.0,Anastasiia Bachynska,UKR,5.6,7.533,,13.133,2021,qual
11.0,Vladislava Urazova,RUS,5.6,7.433,,13.033,2021,qual
12.0,Maria Ceplinschi,ROU,4.9,8.033,,12.933,2021,qual
13.0,Carolann Heduit,FRA,5.1,7.833,,12.933,2021,qual
14.0,Sheyen Petit,FRA,5.3,7.566,,12.866,2021,qual
15.0,Filipa Martins,POR,5.2,7.6,,12.8,2021,qual
16.0,Viktoria Listunova,RUS,5.6,7.2,,12.8,2021,qual
17.0,Phoebe Jakubczyk,GBR,4.9,7.8,,12.7,2021,qual
18.0,Alice Kinsella,GBR,5.5,7.266,-0.1,12.666,2021,qual
19.0,Vanessa Ferrari,ITA,5.1,7.633,-0.1,12.633,2021,qual
20.0,Tonya Paulsson,SWE,5.0,7.6,,12.6,2021,qual
21.0,Emma Malewski,GER,5.5,7.1,,12.6,2021,qual
21.0,Giorgia Villa,ITA,5.5,7.1,,12.6,2021,qual
23.0,Göksu Üctas Sanli,TUR,5.1,7.466,,12.566,2021,qual
24.0,Ada Hautala,FIN,4.9,7.566,,12.466,2021,qual
25.0,Angelina Melnikova,RUS,5.2,7.266,,12.466,2021,qual
26.0,Brygida Urbanska,POL,4.9,7.533,,12.433,2021,qual
27.0,Kim Bui,GER,4.9,7.525,,12.425,2021,qual
28.0,Naomi Visser,NED,5.2,7.3,-0.1,12.4,2021,qual
29.0,Zsofia Kovacs,HUN,5.5,6.9,,12.4,2021,qual
30.0,Aneta Holasova,CZE,4.7,7.666,-0.1,12.266,2021,qual
31.0,Lihie Raz,ISR,5.2,7.066,,12.266,2021,qual
32.0,Zoja Szekely,HUN,4.7,7.533,,12.233,2021,qual
33.0,Barbora Mokosova,SVK,4.2,7.966,,12.166,2021,qual
34.0,Maisa Kuusikko,FIN,4.7,7.433,,12.133,2021,qual
35.0,Elisabeth Seitz,GER,4.9,7.233,,12.133,2021,qual
36.0,Jennifer Williams,SWE,5.2,6.933,,12.133,2021,qual
37.0,Marlies Männersdorfer,AUT,4.4,7.7,,12.1,2021,qual
38.0,Csenge Bacskay,HUN,4.7,7.366,,12.066,2021,qual
39.0,Emma Slevin,IRL,5.0,7.033,,12.033,2021,qual
40.0,Mali Neurauter,NOR,4.6,7.4,,12.0,2021,qual
41.0,Giulia Steingruber,SUI,5.0,7.0,,12.0,2021,qual
42.0,Bilge Tarhan,TUR,5.1,6.766,,11.866,2021,qual
43.0,Fien Enghels,BEL,4.8,6.933,,11.733,2021,qual
44.0,Tisha Volleman,NED,5.3,6.433,,11.733,2021,qual
45.0,Illy Ezra,ISR,5.0,6.708,,11.708,2021,qual
46.0,Nanna Gudmundsdottir,ISL,4.9,6.8,,11.7,2021,qual
47.0,Stefanie Siegenthaler,SUI,5.0,6.7,,11.7,2021,qual
48.0,Margaux Daveloose,BEL,5.1,6.6,,11.7,2021,qual
49.0,Anastasiia Motak,UKR,5.3,6.5,-0.1,11.7,2021,qual
50.0,Gudrun Hardardottir,ISL,4.7,6.966,,11.666,2021,qual
51.0,Beatriz Cardoso,POR,4.9,6.766,,11.666,2021,qual
52.0,Alice D’Amato,ITA,5.0,6.666,,11.666,2021,qual
53.0,Elena Gerasimova,RUS,5.5,6.1,,11.6,2021,qual
54.0,Megan Ryan,IRL,4.9,6.691,,11.591,2021,qual
55.0,Freja Petersen,DEN,4.9,6.625,,11.525,2021,qual
56.0,Jessica Gadirova,GBR,4.7,6.733,,11.433,2021,qual
57.0,Ana Derek,CRO,4.7,6.7,,11.4,2021,qual
58.0,Hildur Gudmundsdottir,ISL,4.4,7.033,-0.1,11.333,2021,qual
59.0,Julie Søderstrøm,NOR,4.5,6.833,,11.333,2021,qual
60.0,Noémie Louon,BEL,5.0,6.333,,11.333,2021,qual
61.0,Camille Rasmussen,DEN,4.8,6.5,,11.3,2021,qual
62.0,Christina Zwicker,CRO,4.7,6.566,,11.266,2021,qual
63.0,Ofir Netzer,ISR,4.5,6.7,,11.2,2021,qual
64.0,Magdalini Tsiori,GRE,4.4,7.266,-0.5,11.166,2021,qual
65.0,Lilli Habisreutinger,SUI,5.0,6.233,-0.1,11.133,2021,qual
66.0,Lea Bernards,FIN,4.4,6.633,,11.033,2021,qual
67.0,Margret Kristinsdottir,ISL,4.6,6.466,-0.1,10.966,2021,qual
68.0,Jasmin Mader,AUT,4.4,6.533,,10.933,2021,qual
69.0,Ganna Metelitsa,BLR,4.5,6.433,,10.933,2021,qual
70.0,Juliane Tøssebro,orway,4.4,6.5,,10.9,2021,qual
71.0,Anina Wildi,SUI,4.8,6.1,,10.9,2021,qual
72.0,Anna Locmele,LAT,3.9,6.966,,10.866,2021,qual
73.0,Anastasiya Alistratava,BLR,5.0,5.966,-0.1,10.866,2021,qual
74.0,Francisca Cancela,POR,4.4,6.433,,10.833,2021,qual
75.0,Anastasiya Smantsar,BLR,4.7,6.166,-0.1,10.766,2021,qual
76.0,Yelyzaveta Hubareva,UKR,5.1,5.733,-0.1,10.733,2021,qual
77.0,Agata Vostruchovaite,LTU,4.4,6.333,-0.1,10.633,2021,qual
78.0,Marina Nekrasova,AZE,4.9,5.733,,10.633,2021,qual
79.0,Sarah Voss,GER,4.8,5.8,,10.6,2021,qual
80.0,Noga Shalit,ISR,4.7,5.833,,10.533,2021,qual
81.0,Jutta Verkest,BEL,5.3,5.166,,10.466,2021,qual
82.0,Astrid Breckmann,DEN,4.5,5.9,,10.4,2021,qual
83.0,Cemre Kendirci,TUR,4.8,5.566,,10.366,2021,qual
84.0,Josephine Sørensen,DEN,4.6,5.85,-0.1,10.35,2021,qual
85.0,Lucija Hribar,SLO,4.1,6.233,,10.333,2021,qual
86.0,Iida Haapala,FIN,4.6,5.666,,10.266,2021,qual
87.0,Celeste Mordenti,LUX,4.6,5.6,,10.2,2021,qual
88.0,Emelie Westlund,SWE,4.8,5.133,,9.933,2021,qual
89.0,Diana Varinska,UKR,4.2,5.633,,9.833,2021,qual
90.0,Sara Sulekic,CRO,4.5,5.341,-0.1,9.741,2021,qual
91.0,Rafaela Ferreira,POR,4.2,5.533,,9.733,2021,qual
92.0,Antonia Duta,ROU,4.9,4.733,,9.633,2021,qual
93.0,Emilia Kulczynska,POL,4.8,4.8,,9.6,2021,qual
94.0,Chrysa Balami,GRE,5.1,4.433,-0.1,9.433,2021,qual
95.0,Lola Schleich,LUX,3.8,5.3,,9.1,2021,qual
96.0,Edel Fosse,NOR,4.1,4.866,,8.966,2021,qual
97.0,Arina Olenova,LAT,4.5,4.466,,8.966,2021,qual
98.0,Elvira Katsali,GRE,4.9,4.366,-0.4,8.866,2021,qual
99.0,Milana Minakovskaya,AZE,4.7,4.108,-0.1,8.708,2021,qual
100.0,Marija Ribalcenko,LAT,4.7,4.066,-0.1,8.666,2021,qual
1.0,Sanne Wevers,NED,5.6,8.3,0.0,13.9,2021,final
2.0,Nina Derwael,BEL,5.0,8.6,0.0,13.6,2021,final
3.0,Marine Boyer,FRA,5.8,7.366,0.0,13.166,2021,final
4.0,Melanie De Jesus Dos Santos,FRA,5.4,7.666,0.0,13.066,2021,final
5.0,Ilaria Käslin,SUI,5.1,7.466,-0.1,12.466,2021,final
6.0,Pauline Schäfer,GER,5.2,7.2,0.0,12.4,2021,final
7.0,Maellyse Brassart,BEL,5.1,7.266,-0.1,12.266,2021,final
8.0,Vasiliki Millousi,GRE,5.3,6.833,0.0,12.133,2021,final
1.0,Nina Derwael,BEL,5.0,8.5,,13.5,2021,qual
2.0,Pauline Schäfer,GER,5.3,8.2,,13.5,2021,qual
3.0,Ilaria Käslin,SUI,5.4,8.0,,13.4,2021,qual
4.0,Sanne Wevers,NED,5.5,7.866,,13.366,2021,qual
5.0,Marine Boyer,FRA,5.9,7.466,,13.366,2021,qual
6.0,Melanie De Jesus Dos Santos,FRA,5.4,7.9,,13.3,2021,qual
7.0,Lorette Charpy,FRA,5.5,7.666,,13.166,2021,qual
8.0,Maellyse Brassart,BEL,5.2,7.866,,13.066,2021,qual
9.0,Vasiliki Millousi,GRE,5.4,7.666,,13.066,2021,qual
10.0,Kelly Simm,GBR,4.9,8.133,,13.033,2021,qual
11.0,Ana Perez,ESP,5.1,7.933,,13.033,2021,qual
12.0,Cintia Rodriguez,ESP,4.9,8.1,,13.0,2021,qual
13.0,Giada Grisetti,ITA,5.1,7.733,,12.833,2021,qual
14.0,Denisa Golgota,ROU,5.6,7.233,,12.833,2021,qual
15.0,Francesca Noemi Linari,ITA,4.8,8.0,,12.8,2021,qual
16.0,Angelina Melnikova,RUS,5.0,7.766,,12.766,2021,qual
17.0,Nora Feher,HUN,5.2,7.566,,12.766,2021,qual
18.0,Diana Varinska,UKR,5.2,7.533,,12.733,2021,qual
19.0,Vera van Pol,NED,4.7,7.966,,12.666,2021,qual
20.0,Alice Kinsella,GBR,5.2,7.433,,12.633,2021,qual
21.0,Teja Belak,SLO,4.7,7.9,,12.6,2021,qual
22.0,Helena Bonilla,ESP,4.9,7.633,,12.533,2021,qual
23.0,Celine van Gerner,NED,5.0,7.5,,12.5,2021,qual
24.0,Valeriia Osipova,UKR,5.2,7.3,,12.5,2021,qual
25.0,Adela Sajn,SLO,5.0,7.433,,12.433,2021,qual
26.0,Marta Pihan-Kulesza,POL,5.2,7.233,,12.433,2021,qual
27.0,Dorina Böczögö,HUN,4.9,7.6,-0.1,12.4,2021,qual
28.0,Filipa Martins,POR,5.1,7.233,,12.333,2021,qual
29.0,Angelina Simakova,RUS,5.2,7.133,,12.333,2021,qual
29.0,Irina Alexeeva,RUS,5.2,7.133,,12.333,2021,qual
31.0,Axelle Klinckaert,BEL,5.4,6.933,,12.333,2021,qual
32.0,Georgia-Mae Fenton,GBR,5.0,7.266,,12.266,2021,qual
33.0,Laura Iacob,ROU,4.8,7.433,,12.233,2021,qual
34.0,Noemi Makra,HUN,5.0,7.2,,12.2,2021,qual
35.0,Leonie Meier,SUI,4.3,7.8,,12.1,2021,qual
36.0,Martina Basile,ITA,5.4,6.633,,12.033,2021,qual
37.0,Elisa Hämmerle,AUT,4.9,7.066,,11.966,2021,qual
38.0,Stefanie Siegenthaler,SUI,4.6,7.333,-0.1,11.833,2021,qual
39.0,Anastasija Dubova,LAT,4.5,7.3,,11.8,2021,qual
40.0,Maija Leinonen,FIN,4.5,7.233,,11.733,2021,qual
41.0,Katarzyna Jurkowska-Kowalska,POL,4.7,6.966,,11.666,2021,qual
42.0,Julie Søderstrøm,NOR,4.6,7.033,,11.633,2021,qual
43.0,Tutya Yilmaz,TUR,5.6,6.033,,11.633,2021,qual
44.0,Anastasia Theocharous,CYP,3.9,7.633,,11.533,2021,qual
45.0,Jessica Castles,SWE,4.9,6.6,,11.5,2021,qual
46.0,Carmen Ghiciuc,ROU,5.1,6.4,,11.5,2021,qual
47.0,Mariana Pitrez,POR,4.7,6.766,,11.466,2021,qual
48.0,Ioanna Xoulogi,GRE,5.0,6.466,,11.466,2021,qual
49.0,Angelina Radivilova,UKR,5.5,5.966,,11.466,2021,qual
50.0,Radoslava Kalamarova,SVK,4.7,6.7,,11.4,2021,qual
51.0,Kristyna Brabcova,CZE,4.7,6.766,-0.1,11.366,2021,qual
52.0,Aneta Holasova,CZE,4.9,6.466,,11.366,2021,qual
53.0,Pamela Georgieva,BUL,4.6,6.733,,11.333,2021,qual
54.0,Yuliya Inshina,AZE,4.9,6.4,,11.3,2021,qual
55.0,Jasmin Mader,AUT,4.7,6.533,,11.233,2021,qual
56.0,Thelma Adalsteinsdottir,ISL,5.2,6.1,-0.1,11.2,2021,qual
57.0,Enni Kettunen,FIN,4.3,6.833,,11.133,2021,qual
58.0,Dominika Ponizilova,CZE,4.5,6.433,,10.933,2021,qual
59.0,Sara Davidsen,NOR,4.6,6.3,,10.9,2021,qual
60.0,Barbora Mokosova,SVK,4.2,6.533,,10.733,2021,qual
61.0,Aurelie Keller,LUX,4.4,6.433,-0.1,10.733,2021,qual
62.0,Gabriela Janik,POL,4.7,6.133,-0.1,10.733,2021,qual
63.0,Sofia Bjørnholdt,DEN,4.0,6.766,-0.1,10.666,2021,qual
64.0,Evangelia Monokrousou,GRE,4.8,5.966,-0.1,10.666,2021,qual
65.0,Mariana Marianito,POR,4.8,5.766,,10.566,2021,qual
66.0,Siiri Saukkonen,FIN,4.3,6.1,,10.4,2021,qual
67.0,Christina Zwicker,CRO,4.7,5.666,,10.366,2021,qual
68.0,Göksu Üctas Sanli,TUR,4.6,5.7,,10.3,2021,qual
69.0,Bianca Frysak,AUT,4.9,5.4,,10.3,2021,qual
70.0,Anna Subbotina,GEO,4.6,5.6,,10.2,2021,qual
71.0,Demet Mutlu,TUR,4.6,5.566,,10.166,2021,qual
72.0,Meaghan Smith,IRL,4.9,5.233,,10.133,2021,qual
73.0,Gloria Philassides,CYP,4.5,5.6,,10.1,2021,qual
