Rank,Athlete,Nation,D,E,ND,Total,D2,E2,ND2,Total2,Average,year,round
57.0,Annalise Becca NEWMAN ACHEE,TTO,4.2,8.8,0.0,0.0,0.0,0.0,0.0,0.0,13.0,2022,qual
14.0,Viivi NIEMINEN,FIN,4.4,8.133,0.3,0.0,0.0,0.0,0.0,0.0,12.233,2023,qual
14.0,Viivi NIEMINEN,FIN,3.8,8.8,0.0,0.0,0.0,0.0,0.0,0.0,12.6,2023,qual
13.0,Viivi NIEMINEN,FIN,4.4,7.3,0.0,0.0,0.0,0.0,0.0,0.0,11.7,2023,qual
13.0,Viivi NIEMINEN,FIN,3.8,8.9,0.0,0.0,0.0,0.0,0.0,0.0,12.7,2023,qual
19.0,Tran Doan Quynh Nam,VIE,3.8,8.7,0.0,0.0,0.0,0.0,0.0,0.0,12.5,2022,qual
19.0,Tran Doan Quynh Nam,VIE,3.2,8.533,0.0,0.0,0.0,0.0,0.0,0.0,11.733,2022,qual
11.0,Garcelle Napier,RSA,4.2,8.466,0.3,0.0,0.0,0.0,0.0,0.0,12.366,2023,qual
11.0,Garcelle Napier,RSA,3.8,8.5,0.0,0.0,0.0,0.0,0.0,0.0,12.3,2023,qual
4.0,Pranati Nayak,IND,4.4,8.6,0.0,0.0,0.0,0.0,0.0,0.0,13.0,2022,final
7.0,Pranati Nayak,IND,4.4,8.533,0.1,0.0,0.0,0.0,0.0,0.0,12.833,2022,qual
7.0,Pranati Nayak,IND,4.2,8.7,0.0,0.0,0.0,0.0,0.0,0.0,12.9,2022,qual
4.0,Pranati Nayak,IND,4.2,8.666,0.0,0.0,0.0,0.0,0.0,0.0,12.866,2022,final
3.0,Ofir Netzer,ISR,4.4,8.833,0.3,0.0,0.0,0.0,0.0,0.0,12.933,2022,qual
2.0,Ofir Netzer,ISR,4.4,8.8,0.0,0.0,0.0,0.0,0.0,0.0,13.2,2022,final
3.0,Ofir Netzer,ISR,3.8,8.9,0.0,0.0,0.0,0.0,0.0,0.0,12.7,2022,qual
2.0,Ofir Netzer,ISR,3.8,8.966,0.0,0.0,0.0,0.0,0.0,0.0,12.766,2022,final
20.0,Mali Neurauter,NOR,3.8,8.6,0.0,0.0,0.0,0.0,0.0,0.0,12.4,2022,qual
20.0,Mali Neurauter,NOR,3.4,8.333,0.1,0.0,0.0,0.0,0.0,0.0,11.633,2022,qual
32.0,Aberdeen O DRISCOLL,BEL,4.2,8.933,0.0,0.0,0.0,0.0,0.0,0.0,13.133,2023,qual
25.0,Aberdeen O'DRISCOL,BEL,4.2,8.75,0.0,0.0,0.0,0.0,0.0,0.0,12.95,2023,qual
25.0,Aberdeen O'DRISCOL,BEL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023,qual
82.0,Arina OLENOVA,LAT,3.6,8.566,0.0,0.0,0.0,0.0,0.0,0.0,12.166,2022,qual
23.0,Arina OLENOVA,LAT,3.4,8.466,0.0,0.0,0.0,0.0,0.0,0.0,11.866,2022,qual
28.0,Arina OLENOVA,LAT,3.6,8.6,0.0,0.0,0.0,0.0,0.0,0.0,12.2,2023,qual
16.0,Arina OLENOVA,LAT,3.4,8.3,0.0,0.0,0.0,0.0,0.0,0.0,11.7,2023,qual
90.0,Lorrane OLIVEIRA,BRA,4.2,8.466,0.0,0.0,0.0,0.0,0.0,0.0,12.666,2022,qual
52.0,Valeriia OSIPOVA,UKR,4.2,8.866,0.0,0.0,0.0,0.0,0.0,0.0,13.066,2022,qual
43.0,Valeriia OSIPOVA,UKR,4.2,8.633,0.0,0.0,0.0,0.0,0.0,0.0,12.833,2022,qual
15.0,Morgane OSYSSEK,FRA,4.2,8.9,0.0,0.0,0.0,0.0,0.0,0.0,13.1,2023,qual
15.0,Morgane OSYSSEK,FRA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023,qual
18.0,Morgane OSYSSEK REIMER,FRA,4.6,8.8,0.1,0.0,0.0,0.0,0.0,0.0,13.3,2022,qual
24.0,Morgane OSYSSEK REIMER,FRA,4.6,7.733,0.3,0.0,0.0,0.0,0.0,0.0,12.033,2022,TeamFinal
13.0,Morgane OSYSSEK REIMER,FRA,4.2,9.0,0.0,0.0,0.0,0.0,0.0,0.0,13.2,2023,AAfinal
15.0,Morgane OSYSSEK REIMER,FRA,4.2,9.2,0.0,0.0,0.0,0.0,0.0,0.0,13.4,2023,qual
10.0,Morgane OSYSSEK REIMER,FRA,4.4,8.6,0.0,0.0,0.0,0.0,0.0,0.0,13.0,2022,qual
19.0,Yushan OU,CHN,4.2,8.9,0.0,0.0,0.0,0.0,0.0,0.0,13.1,2022,AAfinal
57.0,Yushan OU,CHN,4.2,8.8,0.0,0.0,0.0,0.0,0.0,0.0,13.0,2022,qual
8.0,Yushan OU,CHN,4.2,8.733,0.0,0.0,0.0,0.0,0.0,0.0,12.933,2023,AAfinal
9.0,Yushan OU,CHN,4.2,8.866,0.0,0.0,0.0,0.0,0.0,0.0,13.06,2023,qual
2.0,Morgane Osyssek,FRA,4.2,9.133,0.0,0.0,0.0,0.0,0.0,0.0,13.333,2023,qual
3.0,Morgane Osyssek,FRA,4.2,8.9,0.0,0.0,0.0,0.0,0.0,0.0,13.1,2023,final
3.0,Morgane Osyssek,FRA,3.8,8.733,0.0,0.0,0.0,0.0,0.0,0.0,12.533,2023,final
2.0,Morgane Osyssek,FRA,3.8,8.9,0.0,0.0,0.0,0.0,0.0,0.0,12.7,2023,qual
104.0,Areti Paraskevi PAGONI,GRE,3.2,8.366,0.0,0.0,0.0,0.0,0.0,0.0,11.566,2022,qual
99.0,Areti Paraskevi PAGONI,GRE,3.6,8.6,0.3,0.0,0.0,0.0,0.0,0.0,11.9,2023,qual
116.0,Mariana PARENTE,POR,3.6,8.633,0.0,0.0,0.0,0.0,0.0,0.0,12.233,2022,qual
72.0,Mariana PARENTE,POR,3.6,8.7,0.0,0.0,0.0,0.0,0.0,0.0,12.3,2022,qual
85.0,Mariana PARENTE,POR,3.6,8.6,0.0,0.0,0.0,0.0,0.0,0.0,12.2,2023,qual
42.0,Faustina PASCUCCI OSIROFF,ARG,3.2,8.5,0.1,0.0,0.0,0.0,0.0,0.0,11.6,2023,qual
17.0,Faustina PASCUCCI OSIROFF,ARG,3.4,8.6,2.1,0.0,0.0,0.0,0.0,0.0,9.9,2023,qual
29.0,Ellie PATRICK,GBR,4.2,8.4,0.1,0.0,0.0,0.0,0.0,0.0,12.7,2022,qual
29.0,Ellie PATRICK,GBR,3.4,8.4,0.0,0.0,0.0,0.0,0.0,0.0,11.8,2022,qual
34.0,Lucia PAULINO LOPEZ,PAN,3.2,8.0,0.0,0.0,0.0,0.0,0.0,0.0,11.2,2023,qual
52.0,Tonya PAULSSON,SWE,4.2,8.866,0.0,0.0,0.0,0.0,0.0,0.0,13.066,2022,qual
50.0,Tonya PAULSSON,SWE,4.2,8.633,0.1,0.0,0.0,0.0,0.0,0.0,12.733,2022,qual
10.0,Tonya PAULSSON,SWE,4.2,9.066,0.0,0.0,0.0,0.0,0.0,0.0,13.266,2023,AAfinal
21.0,Tonya PAULSSON,SWE,4.2,9.1,0.0,0.0,0.0,0.0,0.0,0.0,13.3,2023,qual
17.0,Denelle PEDRICK,CAN,5.0,8.9,0.0,0.0,0.0,0.0,0.0,0.0,13.9,2022,qual
18.0,Denelle PEDRICK,CAN,3.8,8.366,0.0,0.0,0.0,0.0,0.0,0.0,12.166,2022,qual
67.0,Carolyne PEDRO,BRA,4.2,8.733,0.0,0.0,0.0,0.0,0.0,0.0,12.933,2022,qual
18.0,Carolyne PEDRO,BRA,4.2,8.8,0.0,0.0,0.0,0.0,0.0,0.0,13.0,2023,qual
18.0,Carolyne PEDRO,BRA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023,qual
9.0,Macy PEGOLI,AUS,4.2,9.05,0.0,0.0,0.0,0.0,0.0,0.0,13.25,2023,qual
9.0,Macy PEGOLI,AUS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023,qual
5.0,Yamilet PENA,DOM,4.6,8.65,0.0,0.0,0.0,0.0,0.0,0.0,13.25,2023,qual
2.0,Yamilet PENA,DOM,5.0,8.75,0.0,0.0,0.0,0.0,0.0,0.0,13.75,2023,final
3.0,Yamilet PENA,DOM,5.0,8.85,0.0,0.0,0.0,0.0,0.0,0.0,13.85,2023,qual
34.0,Leasha PENGKEREGO RAVENSCROFT,GBR,4.2,8.3,0.1,0.0,0.0,0.0,0.0,0.0,12.6,2022,qual
90.0,Alais PEREA,ECU,4.2,8.466,0.0,0.0,0.0,0.0,0.0,0.0,12.666,2022,qual
12.0,Isuamy PERERA,CUB,4.2,8.55,0.3,0.0,0.0,0.0,0.0,0.0,12.45,2023,AAfinal
16.0,Isuamy PERERA,CUB,4.2,8.55,0.0,0.0,0.0,0.0,0.0,0.0,12.75,2023,qual
6.0,Isuamy PERERA,CUB,3.8,8.45,0.0,0.0,0.0,0.0,0.0,0.0,12.25,2023,final
7.0,Isuamy PERERA,CUB,3.8,8.45,0.0,0.0,0.0,0.0,0.0,0.0,12.25,2023,qual
36.0,Mia PERRYMENT,GBR,3.6,8.85,0.0,0.0,0.0,0.0,0.0,0.0,12.45,2022,qual
36.0,Mia PERRYMENT,GBR,3.2,8.65,0.0,0.0,0.0,0.0,0.0,0.0,11.85,2022,qual
117.0,Klara PETERKOVA,CZE,3.6,8.6,0.0,0.0,0.0,0.0,0.0,0.0,12.2,2022,qual
81.0,Klara PETERKOVA,CZE,3.6,8.6,0.0,0.0,0.0,0.0,0.0,0.0,12.2,2022,qual
132.0,Freja PETERSEN,DEN,3.6,8.2,0.0,0.0,0.0,0.0,0.0,0.0,11.8,2022,qual
107.0,Freja PETERSEN,DEN,3.4,8.266,0.1,0.0,0.0,0.0,0.0,0.0,11.566,2022,qual
20.0,Alba PETISCO,ESP,4.2,9.066,0.0,0.0,0.0,0.0,0.0,0.0,13.266,2022,qual
18.0,Alba PETISCO,ESP,4.2,8.966,0.0,0.0,0.0,0.0,0.0,0.0,13.166,2022,TeamFinal
15.0,Alba PETISCO,ESP,4.2,8.966,0.0,0.0,0.0,0.0,0.0,0.0,13.166,2023,AAfinal
38.0,Alba PETISCO,ESP,4.2,8.833,0.0,0.0,0.0,0.0,0.0,0.0,13.033,2023,qual
35.0,Sheyen PETIT,FRA,3.6,8.7,0.0,0.0,0.0,0.0,0.0,0.0,12.3,2023,qual
35.0,Sheyen PETIT,FRA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023,qual
100.0,Marija PETROVA,LAT,3.4,8.5,0.0,0.0,0.0,0.0,0.0,0.0,11.9,2023,qual
33.0,Amelie PFEIL,GE2,3.8,8.65,0.0,0.0,0.0,0.0,0.0,0.0,12.45,2023,qual
33.0,Amelie PFEIL,GE2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023,qual
36.0,Erika PINXTEN,BEL,3.2,8.55,0.0,0.0,0.0,0.0,0.0,0.0,11.75,2023,qual
36.0,Erika PINXTEN,BEL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023,qual
30.0,Angelissa PONCE,CUB,3.4,8.35,0.0,0.0,0.0,0.0,0.0,0.0,11.75,2023,qual
38.0,Dominika PONIZILOVA,CZE,4.4,8.533,0.0,0.0,0.0,0.0,0.0,0.0,12.933,2022,qual
3.0,Dominika PONIZILOVA,CZE,4.4,8.6,0.0,0.0,0.0,0.0,0.0,0.0,13.0,2023,AAfinal
6.0,Dominika PONIZILOVA,CZE,4.4,8.8,0.0,0.0,0.0,0.0,0.0,0.0,13.2,2023,qual
3.0,Dominika PONIZILOVA,CZE,3.8,8.7,0.0,0.0,0.0,0.0,0.0,0.0,12.5,2023,final
4.0,Dominika PONIZILOVA,CZE,3.8,8.733,0.0,0.0,0.0,0.0,0.0,0.0,12.533,2023,qual
37.0,Dominika PONIZILOVA,CZE,4.4,8.666,0.0,0.0,0.0,0.0,0.0,0.0,13.066,2023,qual
21.0,Dominika PONIZILOVA,CZE,3.4,7.133,0.3,0.0,0.0,0.0,0.0,0.0,10.233,2023,qual
21.0,Dominika PONIZILOVA,CZE,3.8,8.6,0.3,0.0,0.0,0.0,0.0,0.0,12.1,2023,qual
43.0,Kacey PRATLEY,GBR,3.6,8.5,0.0,0.0,0.0,0.0,0.0,0.0,12.1,2022,qual
75.0,Andreea PREDA,ROU,4.2,8.6,0.0,0.0,0.0,0.0,0.0,0.0,12.8,2022,qual
60.0,Andreea PREDA,ROU,4.2,8.4,0.0,0.0,0.0,0.0,0.0,0.0,12.6,2022,qual
3.0,Denelle Pedrick,none,5.0,8.666,0.1,0.0,0.0,0.0,0.0,0.0,13.566,2023,qual
3.0,Denelle Pedrick,none,5.0,8.7,0.0,0.0,0.0,0.0,0.0,0.0,13.7,2023,final
3.0,Denelle Pedrick,none,3.8,8.633,0.0,0.0,0.0,0.0,0.0,0.0,12.433,2023,final
3.0,Denelle Pedrick,none,3.8,8.5,0.1,0.0,0.0,0.0,0.0,0.0,12.2,2023,qual
4.0,Alba Petisco,ESP,4.2,8.866,0.0,0.0,0.0,0.0,0.0,0.0,13.066,2022,qual
3.0,Alba Petisco,ESP,4.2,9.0,0.0,0.0,0.0,0.0,0.0,0.0,13.2,2022,final
3.0,Alba Petisco,ESP,3.8,8.833,0.0,0.0,0.0,0.0,0.0,0.0,12.633,2022,final
4.0,Alba Petisco,ESP,3.4,8.766,0.0,0.0,0.0,0.0,0.0,0.0,12.166,2022,qual
5.0,Alba Petisco,ESP,4.2,8.8,0.0,0.0,0.0,0.0,0.0,0.0,13.0,2023,final
3.0,Alba Petisco,ESP,4.2,8.867,0.0,0.0,0.0,0.0,0.0,0.0,13.067,2023,qual
3.0,Alba Petisco,ESP,3.8,8.867,0.0,0.0,0.0,0.0,0.0,0.0,12.667,2023,qual
5.0,Alba Petisco,ESP,3.8,8.4,0.0,0.0,0.0,0.0,0.0,0.0,12.2,2023,final
19.0,Mane Poghosyan,none,3.2,8.3,0.1,0.0,0.0,0.0,0.0,0.0,11.4,2023,qual
19.0,Mane Poghosyan,none,3.8,7.266,0.1,0.0,0.0,0.0,0.0,0.0,10.966,2023,qual
25.0,Lea QUAAS,GE1,4.2,8.75,0.0,0.0,0.0,0.0,0.0,0.0,12.95,2023,qual
25.0,Lea QUAAS,GE1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023,qual
40.0,Lea Marie QUAAS,GER,4.2,9.1,0.0,0.0,0.0,0.0,0.0,0.0,13.3,2022,qual
50.0,Lea Marie QUAAS,GER,4.2,8.766,0.0,0.0,0.0,0.0,0.0,0.0,12.966,2023,qual
22.0,Camille RASMUSSEN,DEN,5.0,8.733,0.0,0.0,0.0,0.0,0.0,0.0,13.733,2022,qual
14.0,Camille RASMUSSEN,DEN,4.4,8.333,0.0,0.0,0.0,0.0,0.0,0.0,12.733,2022,qual
9.0,Camille RASMUSSEN,DEN,5.0,8.733,0.0,0.0,0.0,0.0,0.0,0.0,13.733,2022,qual
6.0,Camille RASMUSSEN,DEN,4.4,8.6,0.0,0.0,0.0,0.0,0.0,0.0,13.0,2022,final
7.0,Camille RASMUSSEN,DEN,4.4,8.6,0.0,0.0,0.0,0.0,0.0,0.0,13.0,2022,qual
5.0,Camille RASMUSSEN,DEN,5.0,8.866,0.0,0.0,0.0,0.0,0.0,0.0,13.866,2023,final
3.0,Camille RASMUSSEN,DEN,5.0,8.766,0.1,0.0,0.0,0.0,0.0,0.0,13.666,2023,qual
5.0,Camille RASMUSSEN,DEN,4.4,7.466,0.0,0.0,0.0,0.0,0.0,0.0,11.866,2023,final
3.0,Camille RASMUSSEN,DEN,4.4,8.7,0.0,0.0,0.0,0.0,0.0,0.0,13.1,2023,qual
11.0,Camille RASMUSSEN,DEN,5.0,8.7,0.0,0.0,0.0,0.0,0.0,0.0,13.7,2023,qual
2.0,Camille RASMUSSEN,DEN,5.0,8.7,0.0,0.0,0.0,0.0,0.0,0.0,13.7,2023,final
5.0,Camille RASMUSSEN,DEN,5.0,8.733,0.0,0.0,0.0,0.0,0.0,0.0,13.733,2023,qual
2.0,Camille RASMUSSEN,DEN,4.4,8.566,0.0,0.0,0.0,0.0,0.0,0.0,12.966,2023,final
5.0,Camille RASMUSSEN,DEN,3.4,8.6,0.0,0.0,0.0,0.0,0.0,0.0,12.0,2023,qual
8.0,Camille RASMUSSEN,DEN,4.4,8.566,0.0,0.0,0.0,0.0,0.0,0.0,12.966,2023,final
4.0,Camille RASMUSSEN,DEN,4.4,8.633,0.0,0.0,0.0,0.0,0.0,0.0,13.033,2023,qual
22.0,Valerija RATOBILSKA,LAT,3.6,8.6,0.1,0.0,0.0,0.0,0.0,0.0,12.2,2023,qual
22.0,Valerija RATOBILSKA,LAT,3.6,7.6,0.0,0.0,0.0,0.0,0.0,0.0,11.2,2023,qual
85.0,Valerija RATOBILSKA,LAT,3.6,8.6,0.0,0.0,0.0,0.0,0.0,0.0,12.2,2023,qual
80.0,Paula RAYA,ESP,4.2,8.566,0.0,0.0,0.0,0.0,0.0,0.0,12.766,2022,qual
25.0,Lihie RAZ,ISR,5.0,8.7,0.0,0.0,0.0,0.0,0.0,0.0,13.7,2022,qual
8.0,Lihie RAZ,ISR,4.4,8.666,0.0,0.0,0.0,0.0,0.0,0.0,13.066,2022,final
10.0,Lihie RAZ,ISR,4.4,8.733,0.0,0.0,0.0,0.0,0.0,0.0,13.133,2022,qual
14.0,Lihie RAZ,ISR,5.0,8.5,0.0,0.0,0.0,0.0,0.0,0.0,13.5,2022,qual
7.0,Lihie RAZ,ISR,4.4,8.4,0.1,0.0,0.0,0.0,0.0,0.0,12.7,2022,final
8.0,Lihie RAZ,ISR,4.4,8.633,0.0,0.0,0.0,0.0,0.0,0.0,13.033,2022,qual
11.0,Lihie RAZ,ISR,4.2,8.7,0.0,0.0,0.0,0.0,0.0,0.0,12.9,2023,qual
11.0,Lihie RAZ,ISR,3.4,8.533,0.0,0.0,0.0,0.0,0.0,0.0,11.933,2023,qual
51.0,Lihie RAZ,ISR,4.2,8.733,0.0,0.0,0.0,0.0,0.0,0.0,12.933,2023,qual
24.0,Malek REZAGUI,ALG,3.6,8.733,0.0,0.0,0.0,0.0,0.0,0.0,12.333,2023,qual
24.0,Malek REZAGUI,ALG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023,qual
1.0,Joscelyn ROBERSON,USA,5.2,8.833,0.0,0.0,0.0,0.0,0.0,0.0,14.033,2023,final
2.0,Joscelyn ROBERSON,USA,5.2,8.866,0.0,0.0,0.0,0.0,0.0,0.0,14.066,2023,qual
1.0,Joscelyn ROBERSON,USA,5.0,8.933,0.0,0.0,0.0,0.0,0.0,0.0,13.933,2023,final
2.0,Joscelyn ROBERSON,USA,5.0,8.966,0.0,0.0,0.0,0.0,0.0,0.0,13.966,2023,qual
1.0,Joscelyn ROBERSON,USA,5.2,9.033,0.0,0.0,0.0,0.0,0.0,0.0,14.233,2023,final
1.0,Joscelyn ROBERSON,USA,5.2,9.0,0.0,0.0,0.0,0.0,0.0,0.0,14.2,2023,qual
1.0,Joscelyn ROBERSON,USA,5.0,9.05,0.1,0.0,0.0,0.0,0.0,0.0,13.95,2023,qual
46.0,Ella ROBINSON,GBR,3.4,8.55,0.0,0.0,0.0,0.0,0.0,0.0,11.95,2022,qual
59.0,Lucy ROBINSON,GBR,3.2,8.35,0.0,0.0,0.0,0.0,0.0,0.0,11.55,2022,qual
20.0,Anelena RODRIGUEZ,CRC,4.4,8.1,0.0,0.0,0.0,0.0,0.0,0.0,12.5,2023,qual
17.0,Rachel RODRIGUEZ,CRC,4.2,7.85,0.3,0.0,0.0,0.0,0.0,0.0,11.75,2023,AAfinal
17.0,Rachel RODRIGUEZ,CRC,4.2,8.5,0.0,0.0,0.0,0.0,0.0,0.0,12.7,2023,qual
76.0,Marie ROENBECK,NOR,3.8,8.7,0.0,0.0,0.0,0.0,0.0,0.0,12.5,2023,qual
135.0,Keira ROLSTON LARKING,NZL,3.4,8.333,0.0,0.0,0.0,0.0,0.0,0.0,11.733,2022,qual
95.0,Caitlin ROOSKRANTZ,RSA,4.2,8.4,0.0,0.0,0.0,0.0,0.0,0.0,12.6,2022,qual
9.0,Caitlin ROOSKRANTZ,RSA,4.2,8.65,0.0,0.0,0.0,0.0,0.0,0.0,12.85,2022,AAfinal
33.0,Abigail ROPER,GBR,4.2,8.35,0.1,0.0,0.0,0.0,0.0,0.0,12.65,2022,qual
33.0,Abigail ROPER,GBR,3.6,8.7,0.0,0.0,0.0,0.0,0.0,0.0,12.3,2022,qual
2.0,Emily ROPER,GBR,4.6,8.7,0.0,0.0,0.0,0.0,0.0,0.0,13.3,2022,final
13.0,Emily ROPER,GBR,4.6,8.15,0.3,0.0,0.0,0.0,0.0,0.0,13.05,2022,qual
2.0,Emily ROPER,GBR,3.8,8.85,0.0,0.0,0.0,0.0,0.0,0.0,12.65,2022,final
13.0,Emily ROPER,GBR,3.8,8.8,0.0,0.0,0.0,0.0,0.0,0.0,12.6,2022,qual
13.0,Paola RUANO,ESA,3.6,8.55,0.0,0.0,0.0,0.0,0.0,0.0,12.15,2023,AAfinal
24.0,Paola RUANO,ESA,3.6,8.6,0.0,0.0,0.0,0.0,0.0,0.0,12.2,2023,qual
57.0,Eve RUITER,NED,4.2,8.8,0.0,0.0,0.0,0.0,0.0,0.0,13.0,2022,qual
123.0,Cinthia RUIZ RODRIGUEZ,MEX,4.6,7.6,0.1,0.0,0.0,0.0,0.0,0.0,12.1,2022,qual
24.0,Cinthia RUIZ RODRIGUEZ,MEX,4.4,8.533,0.0,0.0,0.0,0.0,0.0,0.0,12.933,2022,qual
29.0,Ellie RUSSELL,GBR,4.2,8.4,0.1,0.0,0.0,0.0,0.0,0.0,12.7,2022,qual
29.0,Ellie RUSSELL,GBR,3.8,8.4,0.0,0.0,0.0,0.0,0.0,0.0,12.2,2022,qual
14.0,Kirsten Rampono,RSA,3.8,7.433,0.0,0.0,0.0,0.0,0.0,0.0,11.233,2023,qual
14.0,Kirsten Rampono,RSA,3.8,7.933,0.0,0.0,0.0,0.0,0.0,0.0,11.733,2023,qual
18.0,Valerija Ratobilska,none,3.6,8.566,0.0,0.0,0.0,0.0,0.0,0.0,12.166,2023,qual
18.0,Valerija Ratobilska,none,3.6,7.466,0.1,0.0,0.0,0.0,0.0,0.0,10.966,2023,qual
10.0,Lihie Raz,ISR,4.2,8.7,0.0,0.0,0.0,0.0,0.0,0.0,12.9,2022,qual
10.0,Lihie Raz,ISR,3.8,8.7,0.0,0.0,0.0,0.0,0.0,0.0,12.5,2022,qual
6.0,Lihie Raz,ISR,4.2,8.7,0.0,0.0,0.0,0.0,0.0,0.0,12.9,2023,final
8.0,Lihie Raz,ISR,4.2,8.833,0.0,0.0,0.0,0.0,0.0,0.0,13.033,2023,qual
6.0,Lihie Raz,ISR,3.4,8.5,0.0,0.0,0.0,0.0,0.0,0.0,11.9,2023,final
8.0,Lihie Raz,ISR,3.2,8.567,0.1,0.0,0.0,0.0,0.0,0.0,11.667,2023,qual
2.0,Aruna Budda Reddy,IND,4.0,8.633,0.0,0.0,0.0,0.0,0.0,0.0,12.633,2022,qual
2.0,Aruna Budda Reddy,IND,4.4,8.533,0.0,0.0,0.0,0.0,0.0,0.0,12.933,2022,qual
7.0,Keira Rolston-Larking,NZL,3.6,8.9,0.0,0.0,0.0,0.0,0.0,0.0,12.5,2022,final
7.0,Keira Rolston-Larking,NZL,3.6,8.866,0.0,0.0,0.0,0.0,0.0,0.0,12.466,2022,qual
7.0,Keira Rolston-Larking,NZL,3.6,8.666,0.0,0.0,0.0,0.0,0.0,0.0,12.266,2022,final
7.0,Keira Rolston-Larking,NZL,3.6,8.666,0.3,0.0,0.0,0.0,0.0,0.0,11.966,2022,qual
9.0,Keira Rolston-Larking,NZL,3.6,8.733,0.0,0.0,0.0,0.0,0.0,0.0,12.333,2022,qual
9.0,Keira Rolston-Larking,NZL,2.0,8.4,0.0,0.0,0.0,0.0,0.0,0.0,10.4,2022,qual
95.0,Nina SABIC,SRB,3.6,8.766,0.3,0.0,0.0,0.0,0.0,0.0,12.066,2023,qual
14.0,Nina SABIC,SRB,3.8,8.5,0.0,0.0,0.0,0.0,0.0,0.0,12.3,2023,qual
13.0,Nina SABIC,SRB,3.8,7.6,0.3,0.0,0.0,0.0,0.0,0.0,11.1,2023,qual
13.0,Nina SABIC,SRB,3.8,8.5,0.0,0.0,0.0,0.0,0.0,0.0,12.3,2023,qual
25.0,Finja SAFKEN,GER,3.8,8.5,0.0,0.0,0.0,0.0,0.0,0.0,12.3,2023,qual
10.0,Ilayda SAHIN,TUR,4.2,8.7,0.0,0.0,0.0,0.0,0.0,0.0,12.9,2023,AAfinal
24.0,Ilayda SAHIN,TUR,4.2,8.6,0.3,0.0,0.0,0.0,0.0,0.0,12.5,2023,qual
14.0,Ilayda SAHIN,TUR,3.4,8.566,0.0,0.0,0.0,0.0,0.0,0.0,11.966,2023,qual
14.0,Ayaka SAKAGUCHI,JPN,5.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,2022,qual
2.0,Ayaka SAKAGUCHI,JPN,5.0,8.766,0.0,0.0,0.0,0.0,0.0,0.0,13.766,2023,AAfinal
1.0,Ayaka SAKAGUCHI,JPN,5.0,9.066,0.0,0.0,0.0,0.0,0.0,0.0,14.06,2023,qual
2.0,Ayaka SAKAGUCHI,JPN,4.4,8.633,0.0,0.0,0.0,0.0,0.0,0.0,13.033,2023,final
2.0,Ayaka SAKAGUCHI,JPN,4.4,8.9,0.0,0.0,0.0,0.0,0.0,0.0,13.3,2023,qual
127.0,Lahna SALEM,ALG,3.6,8.433,0.0,0.0,0.0,0.0,0.0,0.0,12.033,2022,qual
7.0,Deborah SALMINA,VEN,4.2,8.55,0.0,0.0,0.0,0.0,0.0,0.0,12.75,2023,AAfinal
12.0,Deborah SALMINA,VEN,4.2,8.6,0.0,0.0,0.0,0.0,0.0,0.0,12.8,2023,qual
111.0,Protistha SAMANTA,IND,4.0,8.333,0.0,0.0,0.0,0.0,0.0,0.0,12.333,2022,qual
25.0,Protistha SAMANTA,IND,4.4,8.3,0.0,0.0,0.0,0.0,0.0,0.0,12.7,2022,qual
12.0,Protistha SAMANTA,IND,3.2,8.1,0.3,0.0,0.0,0.0,0.0,0.0,11.0,2022,qual
31.0,Ahtziri SANDOVAL,MEX,5.2,8.533,0.1,0.0,0.0,0.0,0.0,0.0,13.633,2022,qual
13.0,Ahtziri SANDOVAL,MEX,4.0,8.866,0.0,0.0,0.0,0.0,0.0,0.0,12.866,2022,qual
3.0,Ahtziri SANDOVAL,MEX,5.2,8.7,0.0,0.0,0.0,0.0,0.0,0.0,13.9,2023,qual
3.0,Ahtziri SANDOVAL,MEX,4.0,8.45,0.0,0.0,0.0,0.0,0.0,0.0,12.45,2023,final
2.0,Ahtziri SANDOVAL,MEX,4.6,8.8,0.0,0.0,0.0,0.0,0.0,0.0,13.4,2023,qual
28.0,Franchesca SANTI,CHI,5.0,8.666,0.0,0.0,0.0,0.0,0.0,0.0,13.666,2022,qual
22.0,Franchesca SANTI,CHI,4.8,7.533,0.0,0.0,0.0,0.0,0.0,0.0,12.333,2022,qual
57.0,Sofia SAPORITA,GBR,3.2,8.4,0.0,0.0,0.0,0.0,0.0,0.0,11.6,2022,qual
18.0,Flavia SARAIVA,BRA,5.0,8.833,0.0,0.0,0.0,0.0,0.0,0.0,13.833,2022,qual
75.0,Rocio SAUCEDO,ARG,4.2,8.6,0.0,0.0,0.0,0.0,0.0,0.0,12.8,2022,qual
